participantId,group,lecture_type,practice_type,interest_futureInterestSurvey__interest_any_study,interest_futureInterestSurvey__interest_dynamic_vis_study,interest_futureInterestSurvey__interest_statistics_study,interest_futureInterestSurvey__windowEvents,interest_maintainedSituationalInterest__msi_enjoyed_learning,interest_maintainedSituationalInterest__msi_excited,interest_maintainedSituationalInterest__msi_interesting_corrslope,interest_maintainedSituationalInterest__msi_interesting_stats,interest_maintainedSituationalInterest__windowEvents,interest_triggeredSituationalInterest__tsi_boring_video,interest_triggeredSituationalInterest__tsi_enjoyed_learning,interest_triggeredSituationalInterest__tsi_enjoyed_session,interest_triggeredSituationalInterest__tsi_fun_stats,interest_triggeredSituationalInterest__tsi_fun_video,interest_triggeredSituationalInterest__tsi_session_boring,interest_triggeredSituationalInterest__tsi_session_fun,interest_triggeredSituationalInterest__tsi_session_interesting,interest_triggeredSituationalInterest__windowEvents
5d88db42c1d06e001a1fdcab,CP,Control,PlotWise,6,6,1,"{""focus"":1,""input"":0,""keydown"":0,""keyup"":0,""mousemove"":34,""mousedown"":4,""mouseup"":4,""resize"":0,""scroll"":2,""visibility"":0}",1,1,1,1,"{""focus"":5,""input"":4,""keydown"":0,""keyup"":0,""mousemove"":46,""mousedown"":5,""mouseup"":5,""resize"":0,""scroll"":1,""visibility"":0}",6,4,1,1,1,6,1,2,"{""focus"":9,""input"":8,""keydown"":0,""keyup"":0,""mousemove"":57,""mousedown"":10,""mouseup"":10,""resize"":0,""scroll"":3,""visibility"":0}"
66b68e2b2c21a7ed557cf866,CP,Control,PlotWise,6,6,6,"{""focus"":1,""input"":0,""keydown"":0,""keyup"":0,""mousemove"":50,""mousedown"":5,""mouseup"":5,""resize"":0,""scroll"":3,""visibility"":0}",4,1,5,5,"{""focus"":6,""input"":5,""keydown"":0,""keyup"":0,""mousemove"":49,""mousedown"":10,""mouseup"":10,""resize"":0,""scroll"":1,""visibility"":0}",2,4,5,5,6,1,5,6,"{""focus"":9,""input"":8,""keydown"":0,""keyup"":0,""mousemove"":71,""mousedown"":11,""mouseup"":11,""resize"":0,""scroll"":3,""visibility"":0}"
66ba9cd5343e159bdc8691ad,CP,Control,PlotWise,6,6,6,"{""focus"":1,""input"":0,""keydown"":0,""keyup"":0,""mousemove"":20,""mousedown"":7,""mouseup"":7,""resize"":0,""scroll"":4,""visibility"":0}",6,6,6,6,"{""focus"":5,""input"":4,""keydown"":0,""keyup"":0,""mousemove"":30,""mousedown"":8,""mouseup"":8,""resize"":0,""scroll"":5,""visibility"":0}",1,6,6,6,6,1,6,6,"{""focus"":9,""input"":8,""keydown"":0,""keyup"":0,""mousemove"":53,""mousedown"":17,""mouseup"":17,""resize"":0,""scroll"":6,""visibility"":0}"
66c4f3cb14cbfc4db836bd4e,CP,Control,PlotWise,6,6,6,"{""focus"":1,""input"":0,""keydown"":5,""keyup"":1,""mousemove"":21,""mousedown"":5,""mouseup"":5,""resize"":0,""scroll"":3,""visibility"":0}",4,2,2,2,"{""focus"":5,""input"":4,""keydown"":0,""keyup"":0,""mousemove"":33,""mousedown"":5,""mouseup"":5,""resize"":0,""scroll"":1,""visibility"":0}",6,5,3,5,4,5,4,4,"{""focus"":9,""input"":8,""keydown"":6,""keyup"":2,""mousemove"":88,""mousedown"":11,""mouseup"":11,""resize"":0,""scroll"":5,""visibility"":0}"
676276312d87ec9601be7d5c,CP,Control,PlotWise,6,6,6,"{""focus"":1,""input"":0,""keydown"":0,""keyup"":0,""mousemove"":39,""mousedown"":5,""mouseup"":5,""resize"":0,""scroll"":6,""visibility"":0}",5,4,3,1,"{""focus"":5,""input"":4,""keydown"":0,""keyup"":0,""mousemove"":54,""mousedown"":8,""mouseup"":8,""resize"":0,""scroll"":4,""visibility"":0}",2,6,5,6,5,1,6,5,"{""focus"":9,""input"":8,""keydown"":0,""keyup"":0,""mousemove"":85,""mousedown"":11,""mouseup"":11,""resize"":0,""scroll"":7,""visibility"":0}"
67a8ef6331f586a361a8ec33,CP,Control,PlotWise,6,6,6,"{""focus"":1,""input"":0,""keydown"":0,""keyup"":0,""mousemove"":15,""mousedown"":4,""mouseup"":4,""resize"":0,""scroll"":2,""visibility"":0}",6,6,6,6,"{""focus"":5,""input"":4,""keydown"":0,""keyup"":0,""mousemove"":16,""mousedown"":6,""mouseup"":6,""resize"":0,""scroll"":3,""visibility"":0}",1,6,6,6,6,1,6,6,"{""focus"":9,""input"":8,""keydown"":0,""keyup"":0,""mousemove"":33,""mousedown"":9,""mouseup"":9,""resize"":0,""scroll"":19,""visibility"":0}"
67eec9e200be02ad51843d9b,CP,Control,PlotWise,1,1,1,"{""focus"":1,""input"":0,""keydown"":0,""keyup"":0,""mousemove"":44,""mousedown"":4,""mouseup"":4,""resize"":0,""scroll"":5,""visibility"":0}",1,1,1,1,"{""focus"":5,""input"":4,""keydown"":0,""keyup"":0,""mousemove"":55,""mousedown"":6,""mouseup"":6,""resize"":0,""scroll"":8,""visibility"":0}",4,2,2,1,4,2,4,2,"{""focus"":10,""input"":9,""keydown"":0,""keyup"":0,""mousemove"":118,""mousedown"":11,""mouseup"":11,""resize"":0,""scroll"":9,""visibility"":0}"
6949ca3d2fa32d8101dea6a7,CP,Control,PlotWise,5,3,3,"{""focus"":1,""input"":0,""keydown"":2,""keyup"":1,""mousemove"":46,""mousedown"":8,""mouseup"":8,""resize"":0,""scroll"":6,""visibility"":0}",4,2,4,2,"{""focus"":5,""input"":4,""keydown"":2,""keyup"":1,""mousemove"":48,""mousedown"":9,""mouseup"":9,""resize"":0,""scroll"":5,""visibility"":0}",5,4,3,5,3,4,2,4,"{""focus"":11,""input"":11,""keydown"":6,""keyup"":3,""mousemove"":71,""mousedown"":16,""mouseup"":17,""resize"":0,""scroll"":7,""visibility"":0}"
695bbdf21fd961458dd7390f,CP,Control,PlotWise,2,2,2,"{""focus"":1,""input"":0,""keydown"":0,""keyup"":0,""mousemove"":37,""mousedown"":4,""mouseup"":4,""resize"":0,""scroll"":0,""visibility"":0}",3,3,3,4,"{""focus"":5,""input"":4,""keydown"":0,""keyup"":0,""mousemove"":33,""mousedown"":7,""mouseup"":7,""resize"":0,""scroll"":1,""visibility"":0}",1,6,4,6,6,5,4,4,"{""focus"":9,""input"":8,""keydown"":0,""keyup"":0,""mousemove"":48,""mousedown"":10,""mouseup"":10,""resize"":0,""scroll"":3,""visibility"":0}"
698cb3f09ab87f038b6e3e77,CP,Control,PlotWise,6,6,6,"{""focus"":0,""input"":0,""keydown"":0,""keyup"":0,""mousemove"":14,""mousedown"":4,""mouseup"":4,""resize"":0,""scroll"":6,""visibility"":0}",5,5,5,6,"{""focus"":0,""input"":4,""keydown"":0,""keyup"":0,""mousemove"":29,""mousedown"":6,""mouseup"":6,""resize"":0,""scroll"":1,""visibility"":0}",2,3,6,5,4,3,5,6,"{""focus"":0,""input"":9,""keydown"":0,""keyup"":0,""mousemove"":63,""mousedown"":10,""mouseup"":10,""resize"":0,""scroll"":11,""visibility"":0}"
698ce998c9bcb9df4a355d8e,CP,Control,PlotWise,4,4,5,"{""focus"":1,""input"":0,""keydown"":1,""keyup"":1,""mousemove"":5,""mousedown"":5,""mouseup"":5,""resize"":0,""scroll"":6,""visibility"":0}",6,6,5,5,"{""focus"":5,""input"":4,""keydown"":0,""keyup"":0,""mousemove"":5,""mousedown"":5,""mouseup"":5,""resize"":0,""scroll"":7,""visibility"":0}",6,6,6,6,6,3,6,6,"{""focus"":10,""input"":9,""keydown"":0,""keyup"":0,""mousemove"":16,""mousedown"":16,""mouseup"":16,""resize"":0,""scroll"":6,""visibility"":0}"
69936eccf50fa8ffd94e8b4e,CP,Control,PlotWise,6,6,6,"{""focus"":1,""input"":0,""keydown"":0,""keyup"":0,""mousemove"":30,""mousedown"":4,""mouseup"":4,""resize"":0,""scroll"":4,""visibility"":0}",6,6,6,5,"{""focus"":6,""input"":5,""keydown"":0,""keyup"":0,""mousemove"":54,""mousedown"":8,""mouseup"":8,""resize"":0,""scroll"":3,""visibility"":0}",1,6,6,6,6,1,6,6,"{""focus"":9,""input"":8,""keydown"":0,""keyup"":0,""mousemove"":68,""mousedown"":10,""mouseup"":10,""resize"":0,""scroll"":4,""visibility"":0}"
69b05804c1d36d9f04ffefe7,CP,Control,PlotWise,5,5,5,"{""focus"":1,""input"":0,""keydown"":0,""keyup"":0,""mousemove"":50,""mousedown"":4,""mouseup"":4,""resize"":0,""scroll"":1,""visibility"":0}",4,3,4,5,"{""focus"":5,""input"":4,""keydown"":0,""keyup"":0,""mousemove"":62,""mousedown"":5,""mouseup"":5,""resize"":0,""scroll"":1,""visibility"":0}",3,4,4,4,4,3,4,4,"{""focus"":9,""input"":8,""keydown"":0,""keyup"":0,""mousemove"":68,""mousedown"":11,""mouseup"":11,""resize"":0,""scroll"":5,""visibility"":0}"
69b64051157b8364c2a0afa6,CP,Control,PlotWise,5,5,3,"{""focus"":1,""input"":0,""keydown"":0,""keyup"":0,""mousemove"":33,""mousedown"":4,""mouseup"":4,""resize"":0,""scroll"":0,""visibility"":0}",5,3,5,4,"{""focus"":5,""input"":4,""keydown"":0,""keyup"":0,""mousemove"":33,""mousedown"":6,""mouseup"":6,""resize"":0,""scroll"":0,""visibility"":0}",4,6,5,5,3,2,4,5,"{""focus"":9,""input"":8,""keydown"":0,""keyup"":0,""mousemove"":49,""mousedown"":9,""mouseup"":9,""resize"":0,""scroll"":0,""visibility"":0}"
69baaee936d901eb8e30d457,CP,Control,PlotWise,6,6,6,"{""focus"":1,""input"":0,""keydown"":0,""keyup"":0,""mousemove"":39,""mousedown"":4,""mouseup"":4,""resize"":0,""scroll"":0,""visibility"":0}",5,4,5,6,"{""focus"":5,""input"":4,""keydown"":0,""keyup"":0,""mousemove"":53,""mousedown"":6,""mouseup"":6,""resize"":0,""scroll"":1,""visibility"":0}",2,6,5,6,6,1,6,6,"{""focus"":9,""input"":8,""keydown"":0,""keyup"":0,""mousemove"":53,""mousedown"":10,""mouseup"":10,""resize"":0,""scroll"":2,""visibility"":0}"
69dbb8b904dd49c3acdc5571,CP,Control,PlotWise,5,6,6,"{""focus"":1,""input"":0,""keydown"":0,""keyup"":0,""mousemove"":131,""mousedown"":11,""mouseup"":11,""resize"":0,""scroll"":4,""visibility"":0}",6,6,6,6,"{""focus"":4,""input"":4,""keydown"":0,""keyup"":0,""mousemove"":77,""mousedown"":5,""mouseup"":6,""resize"":0,""scroll"":5,""visibility"":0}",1,1,1,1,1,1,1,1,"{""focus"":11,""input"":9,""keydown"":0,""keyup"":0,""mousemove"":214,""mousedown"":14,""mouseup"":13,""resize"":0,""scroll"":12,""visibility"":0}"
69defab23a249a0b519c8f6d,CP,Control,PlotWise,5,5,3,"{""focus"":1,""input"":0,""keydown"":0,""keyup"":0,""mousemove"":26,""mousedown"":6,""mouseup"":6,""resize"":0,""scroll"":5,""visibility"":0}",3,2,4,3,"{""focus"":5,""input"":4,""keydown"":0,""keyup"":0,""mousemove"":30,""mousedown"":7,""mouseup"":7,""resize"":0,""scroll"":11,""visibility"":0}",5,4,2,3,3,4,3,4,"{""focus"":11,""input"":10,""keydown"":0,""keyup"":0,""mousemove"":85,""mousedown"":16,""mouseup"":16,""resize"":0,""scroll"":26,""visibility"":0}"
69e67f20876c8dcd0f10256d,CP,Control,PlotWise,5,6,6,"{""focus"":1,""input"":0,""keydown"":0,""keyup"":0,""mousemove"":4,""mousedown"":4,""mouseup"":4,""resize"":0,""scroll"":10,""visibility"":0}",6,5,5,6,"{""focus"":5,""input"":4,""keydown"":0,""keyup"":0,""mousemove"":5,""mousedown"":5,""mouseup"":5,""resize"":0,""scroll"":10,""visibility"":0}",3,6,5,6,5,2,5,6,"{""focus"":10,""input"":9,""keydown"":0,""keyup"":0,""mousemove"":11,""mousedown"":11,""mouseup"":11,""resize"":0,""scroll"":20,""visibility"":0}"
69e696140295abac7fb9c28b,CP,Control,PlotWise,6,6,6,"{""focus"":1,""input"":0,""keydown"":0,""keyup"":0,""mousemove"":26,""mousedown"":4,""mouseup"":4,""resize"":0,""scroll"":2,""visibility"":0}",6,6,6,6,"{""focus"":5,""input"":4,""keydown"":0,""keyup"":0,""mousemove"":33,""mousedown"":5,""mouseup"":5,""resize"":0,""scroll"":3,""visibility"":0}",1,6,6,6,6,1,6,6,"{""focus"":9,""input"":8,""keydown"":0,""keyup"":0,""mousemove"":58,""mousedown"":9,""mouseup"":9,""resize"":0,""scroll"":3,""visibility"":0}"
69ee7fcbc2188c5c2203fd8c,CP,Control,PlotWise,6,6,5,"{""focus"":1,""input"":0,""keydown"":0,""keyup"":0,""mousemove"":38,""mousedown"":4,""mouseup"":4,""resize"":0,""scroll"":1,""visibility"":0}",3,4,4,3,"{""focus"":5,""input"":4,""keydown"":0,""keyup"":0,""mousemove"":44,""mousedown"":5,""mouseup"":5,""resize"":0,""scroll"":1,""visibility"":0}",3,4,3,4,3,2,4,4,"{""focus"":9,""input"":8,""keydown"":0,""keyup"":0,""mousemove"":85,""mousedown"":9,""mouseup"":9,""resize"":0,""scroll"":2,""visibility"":0}"
5cbcfce214b3cb0015f03471,PC,PlotWise,Control,6,6,6,"{""focus"":1,""input"":0,""keydown"":0,""keyup"":0,""mousemove"":46,""mousedown"":4,""mouseup"":4,""resize"":0,""scroll"":9,""visibility"":0}",4,2,4,5,"{""focus"":5,""input"":4,""keydown"":0,""keyup"":0,""mousemove"":55,""mousedown"":5,""mouseup"":5,""resize"":0,""scroll"":5,""visibility"":0}",4,4,5,5,4,4,4,5,"{""focus"":8,""input"":7,""keydown"":0,""keyup"":0,""mousemove"":65,""mousedown"":10,""mouseup"":10,""resize"":0,""scroll"":11,""visibility"":0}"
65b6bb9487ad05cb475fbba5,PC,PlotWise,Control,6,6,5,"{""focus"":1,""input"":0,""keydown"":0,""keyup"":0,""mousemove"":47,""mousedown"":6,""mouseup"":6,""resize"":0,""scroll"":6,""visibility"":0}",6,5,6,5,"{""focus"":7,""input"":6,""keydown"":0,""keyup"":0,""mousemove"":46,""mousedown"":7,""mouseup"":7,""resize"":0,""scroll"":4,""visibility"":0}",1,6,6,6,5,1,6,6,"{""focus"":9,""input"":8,""keydown"":0,""keyup"":0,""mousemove"":80,""mousedown"":9,""mouseup"":9,""resize"":0,""scroll"":5,""visibility"":0}"
666911bcb2b5e2fc50ace5e3,PC,PlotWise,Control,6,6,6,"{""focus"":1,""input"":0,""keydown"":0,""keyup"":0,""mousemove"":35,""mousedown"":4,""mouseup"":4,""resize"":0,""scroll"":0,""visibility"":0}",5,5,5,6,"{""focus"":5,""input"":4,""keydown"":0,""keyup"":0,""mousemove"":56,""mousedown"":6,""mouseup"":6,""resize"":0,""scroll"":1,""visibility"":0}",1,6,6,5,6,1,6,6,"{""focus"":10,""input"":9,""keydown"":0,""keyup"":0,""mousemove"":69,""mousedown"":10,""mouseup"":10,""resize"":0,""scroll"":5,""visibility"":0}"
66d88375799e00b593a8655f,PC,PlotWise,Control,6,6,6,"{""focus"":1,""input"":0,""keydown"":0,""keyup"":0,""mousemove"":27,""mousedown"":5,""mouseup"":5,""resize"":0,""scroll"":0,""visibility"":0}",6,4,5,5,"{""focus"":5,""input"":4,""keydown"":0,""keyup"":0,""mousemove"":44,""mousedown"":7,""mouseup"":7,""resize"":0,""scroll"":1,""visibility"":0}",1,6,6,6,5,1,6,6,"{""focus"":9,""input"":8,""keydown"":0,""keyup"":0,""mousemove"":62,""mousedown"":13,""mouseup"":12,""resize"":0,""scroll"":4,""visibility"":0}"
6706bc0d8c98b64939838b2e,PC,PlotWise,Control,4,3,1,"{""focus"":1,""input"":0,""keydown"":0,""keyup"":0,""mousemove"":37,""mousedown"":4,""mouseup"":4,""resize"":0,""scroll"":9,""visibility"":0}",1,1,1,1,"{""focus"":5,""input"":4,""keydown"":0,""keyup"":0,""mousemove"":27,""mousedown"":6,""mouseup"":6,""resize"":0,""scroll"":5,""visibility"":0}",5,3,1,1,1,4,1,4,"{""focus"":9,""input"":8,""keydown"":0,""keyup"":0,""mousemove"":67,""mousedown"":9,""mouseup"":9,""resize"":0,""scroll"":8,""visibility"":0}"
69419e9576aea13f332266ff,PC,PlotWise,Control,5,6,5,"{""focus"":1,""input"":0,""keydown"":0,""keyup"":0,""mousemove"":4,""mousedown"":4,""mouseup"":4,""resize"":0,""scroll"":3,""visibility"":0}",5,4,5,5,"{""focus"":5,""input"":4,""keydown"":0,""keyup"":0,""mousemove"":7,""mousedown"":7,""mouseup"":7,""resize"":0,""scroll"":3,""visibility"":0}",2,5,4,5,6,2,4,5,"{""focus"":9,""input"":8,""keydown"":0,""keyup"":0,""mousemove"":11,""mousedown"":11,""mouseup"":11,""resize"":0,""scroll"":6,""visibility"":0}"
69442e09aea78e142db2e54f,PC,PlotWise,Control,5,4,5,"{""focus"":1,""input"":0,""keydown"":0,""keyup"":0,""mousemove"":41,""mousedown"":4,""mouseup"":4,""resize"":0,""scroll"":8,""visibility"":0}",4,3,3,4,"{""focus"":5,""input"":4,""keydown"":0,""keyup"":0,""mousemove"":27,""mousedown"":5,""mouseup"":5,""resize"":0,""scroll"":5,""visibility"":0}",6,6,4,4,3,6,3,4,"{""focus"":9,""input"":8,""keydown"":0,""keyup"":0,""mousemove"":51,""mousedown"":9,""mouseup"":9,""resize"":0,""scroll"":10,""visibility"":0}"
69457dc95341cec41fca5695,PC,PlotWise,Control,6,6,6,"{""focus"":1,""input"":0,""keydown"":0,""keyup"":0,""mousemove"":27,""mousedown"":4,""mouseup"":4,""resize"":0,""scroll"":7,""visibility"":0}",5,4,5,5,"{""focus"":5,""input"":4,""keydown"":0,""keyup"":0,""mousemove"":33,""mousedown"":7,""mouseup"":7,""resize"":0,""scroll"":6,""visibility"":0}",2,5,5,5,4,2,4,5,"{""focus"":10,""input"":9,""keydown"":0,""keyup"":0,""mousemove"":51,""mousedown"":12,""mouseup"":12,""resize"":0,""scroll"":8,""visibility"":0}"
696a7d8e7ecb7691c3c716e0,PC,PlotWise,Control,6,6,6,"{""focus"":1,""input"":0,""keydown"":0,""keyup"":0,""mousemove"":30,""mousedown"":9,""mouseup"":8,""resize"":0,""scroll"":0,""visibility"":0}",5,4,6,6,"{""focus"":5,""input"":4,""keydown"":0,""keyup"":0,""mousemove"":43,""mousedown"":7,""mouseup"":7,""resize"":0,""scroll"":1,""visibility"":0}",3,6,6,5,5,2,5,6,"{""focus"":9,""input"":8,""keydown"":0,""keyup"":0,""mousemove"":66,""mousedown"":14,""mouseup"":14,""resize"":0,""scroll"":3,""visibility"":0}"
69a1b3b7923c10f1c34bb345,PC,PlotWise,Control,6,6,4,"{""focus"":1,""input"":0,""keydown"":0,""keyup"":0,""mousemove"":43,""mousedown"":6,""mouseup"":6,""resize"":0,""scroll"":7,""visibility"":0}",2,1,1,1,"{""focus"":5,""input"":4,""keydown"":0,""keyup"":0,""mousemove"":53,""mousedown"":10,""mouseup"":10,""resize"":0,""scroll"":11,""visibility"":0}",5,2,2,2,1,5,5,5,"{""focus"":9,""input"":8,""keydown"":0,""keyup"":0,""mousemove"":109,""mousedown"":12,""mouseup"":12,""resize"":0,""scroll"":5,""visibility"":0}"
69afafce3f7970642a6dc071,PC,PlotWise,Control,5,4,4,"{""focus"":1,""input"":0,""keydown"":0,""keyup"":0,""mousemove"":42,""mousedown"":5,""mouseup"":5,""resize"":0,""scroll"":0,""visibility"":0}",3,3,3,4,"{""focus"":6,""input"":5,""keydown"":0,""keyup"":0,""mousemove"":52,""mousedown"":7,""mouseup"":7,""resize"":0,""scroll"":1,""visibility"":0}",3,3,2,3,3,3,3,3,"{""focus"":10,""input"":9,""keydown"":0,""keyup"":0,""mousemove"":72,""mousedown"":10,""mouseup"":10,""resize"":0,""scroll"":7,""visibility"":0}"
69b2f88353d348d7b5d823f2,PC,PlotWise,Control,6,6,6,"{""focus"":1,""input"":0,""keydown"":0,""keyup"":0,""mousemove"":36,""mousedown"":4,""mouseup"":4,""resize"":0,""scroll"":1,""visibility"":0}",5,5,5,5,"{""focus"":5,""input"":4,""keydown"":0,""keyup"":0,""mousemove"":39,""mousedown"":5,""mouseup"":5,""resize"":0,""scroll"":1,""visibility"":0}",4,6,6,6,3,1,6,6,"{""focus"":9,""input"":8,""keydown"":0,""keyup"":0,""mousemove"":97,""mousedown"":11,""mouseup"":11,""resize"":0,""scroll"":4,""visibility"":0}"
69b539c1ef7f025074f1dc49,PC,PlotWise,Control,6,6,6,"{""focus"":1,""input"":0,""keydown"":0,""keyup"":0,""mousemove"":27,""mousedown"":4,""mouseup"":4,""resize"":0,""scroll"":2,""visibility"":0}",6,4,5,5,"{""focus"":5,""input"":4,""keydown"":0,""keyup"":0,""mousemove"":36,""mousedown"":8,""mouseup"":8,""resize"":0,""scroll"":4,""visibility"":0}",1,6,6,4,6,1,6,6,"{""focus"":9,""input"":8,""keydown"":0,""keyup"":0,""mousemove"":68,""mousedown"":11,""mouseup"":11,""resize"":0,""scroll"":8,""visibility"":0}"
69bcb74d06491ceeaf0fe09c,PC,PlotWise,Control,6,6,6,"{""focus"":1,""input"":0,""keydown"":0,""keyup"":0,""mousemove"":22,""mousedown"":4,""mouseup"":4,""resize"":0,""scroll"":1,""visibility"":0}",2,2,6,6,"{""focus"":5,""input"":4,""keydown"":0,""keyup"":0,""mousemove"":36,""mousedown"":6,""mouseup"":6,""resize"":0,""scroll"":1,""visibility"":0}",6,2,2,2,2,6,2,2,"{""focus"":9,""input"":8,""keydown"":0,""keyup"":0,""mousemove"":61,""mousedown"":13,""mouseup"":13,""resize"":0,""scroll"":3,""visibility"":0}"
69c13c0ad9ea03501703d527,PC,PlotWise,Control,6,4,5,"{""focus"":1,""input"":0,""keydown"":0,""keyup"":0,""mousemove"":60,""mousedown"":5,""mouseup"":5,""resize"":0,""scroll"":2,""visibility"":0}",3,3,5,6,"{""focus"":5,""input"":4,""keydown"":0,""keyup"":0,""mousemove"":103,""mousedown"":9,""mouseup"":9,""resize"":0,""scroll"":3,""visibility"":0}",2,4,4,4,5,4,3,4,"{""focus"":9,""input"":8,""keydown"":0,""keyup"":0,""mousemove"":103,""mousedown"":18,""mouseup"":18,""resize"":0,""scroll"":2,""visibility"":0}"
69e50d6c5df8f2861c76a92e,PC,PlotWise,Control,6,6,4,"{""focus"":1,""input"":0,""keydown"":0,""keyup"":0,""mousemove"":52,""mousedown"":4,""mouseup"":4,""resize"":0,""scroll"":0,""visibility"":0}",2,1,2,2,"{""focus"":5,""input"":4,""keydown"":0,""keyup"":0,""mousemove"":67,""mousedown"":6,""mouseup"":6,""resize"":0,""scroll"":1,""visibility"":0}",5,4,4,3,2,4,3,3,"{""focus"":10,""input"":9,""keydown"":0,""keyup"":0,""mousemove"":100,""mousedown"":10,""mouseup"":10,""resize"":0,""scroll"":3,""visibility"":0}"
69e7c4d7520b1a91f7a60d9e,PC,PlotWise,Control,6,6,6,"{""focus"":1,""input"":0,""keydown"":0,""keyup"":0,""mousemove"":29,""mousedown"":4,""mouseup"":4,""resize"":0,""scroll"":3,""visibility"":0}",2,2,3,4,"{""focus"":5,""input"":4,""keydown"":0,""keyup"":0,""mousemove"":36,""mousedown"":7,""mouseup"":7,""resize"":0,""scroll"":3,""visibility"":0}",5,5,4,4,2,5,3,4,"{""focus"":9,""input"":8,""keydown"":0,""keyup"":0,""mousemove"":60,""mousedown"":13,""mouseup"":13,""resize"":0,""scroll"":4,""visibility"":0}"
69e913482ae5864d44e6387c,PC,PlotWise,Control,6,6,6,"{""focus"":1,""input"":0,""keydown"":0,""keyup"":0,""mousemove"":16,""mousedown"":4,""mouseup"":4,""resize"":0,""scroll"":4,""visibility"":0}",5,5,5,5,"{""focus"":5,""input"":4,""keydown"":0,""keyup"":0,""mousemove"":23,""mousedown"":5,""mouseup"":5,""resize"":0,""scroll"":4,""visibility"":0}",2,5,5,5,5,2,5,5,"{""focus"":9,""input"":8,""keydown"":0,""keyup"":0,""mousemove"":42,""mousedown"":11,""mouseup"":11,""resize"":0,""scroll"":9,""visibility"":0}"
69ea51d8e9e2fcbd7e2a598a,PC,PlotWise,Control,6,6,6,"{""focus"":1,""input"":0,""keydown"":0,""keyup"":0,""mousemove"":25,""mousedown"":4,""mouseup"":4,""resize"":0,""scroll"":0,""visibility"":0}",6,6,6,6,"{""focus"":6,""input"":4,""keydown"":0,""keyup"":0,""mousemove"":50,""mousedown"":7,""mouseup"":7,""resize"":0,""scroll"":1,""visibility"":0}",6,6,6,6,6,1,6,6,"{""focus"":9,""input"":8,""keydown"":0,""keyup"":0,""mousemove"":68,""mousedown"":10,""mouseup"":10,""resize"":0,""scroll"":2,""visibility"":0}"
69eb5bea0282ba37e5a2bae6,PC,PlotWise,Control,6,6,6,"{""focus"":1,""input"":0,""keydown"":0,""keyup"":0,""mousemove"":20,""mousedown"":5,""mouseup"":5,""resize"":0,""scroll"":5,""visibility"":0}",4,4,4,5,"{""focus"":5,""input"":4,""keydown"":0,""keyup"":0,""mousemove"":38,""mousedown"":5,""mouseup"":5,""resize"":0,""scroll"":3,""visibility"":0}",4,4,5,4,4,2,5,5,"{""focus"":9,""input"":8,""keydown"":0,""keyup"":0,""mousemove"":71,""mousedown"":12,""mouseup"":12,""resize"":0,""scroll"":7,""visibility"":0}"
58a5cf959e040a0001399f07,PP,PlotWise,PlotWise,6,6,6,"{""focus"":1,""input"":0,""keydown"":0,""keyup"":0,""mousemove"":27,""mousedown"":4,""mouseup"":4,""resize"":0,""scroll"":3,""visibility"":0}",5,1,4,4,"{""focus"":5,""input"":4,""keydown"":0,""keyup"":0,""mousemove"":36,""mousedown"":5,""mouseup"":5,""resize"":0,""scroll"":4,""visibility"":0}",5,5,5,5,2,2,5,5,"{""focus"":9,""input"":8,""keydown"":0,""keyup"":0,""mousemove"":56,""mousedown"":11,""mouseup"":11,""resize"":0,""scroll"":6,""visibility"":0}"
5e6439d24659d01c218bcbc9,PP,PlotWise,PlotWise,6,3,5,"{""focus"":1,""input"":0,""keydown"":0,""keyup"":0,""mousemove"":20,""mousedown"":4,""mouseup"":4,""resize"":0,""scroll"":0,""visibility"":0}",2,1,1,2,"{""focus"":5,""input"":4,""keydown"":0,""keyup"":0,""mousemove"":22,""mousedown"":7,""mouseup"":7,""resize"":0,""scroll"":1,""visibility"":0}",6,2,2,2,1,6,1,1,"{""focus"":9,""input"":8,""keydown"":0,""keyup"":0,""mousemove"":56,""mousedown"":11,""mouseup"":11,""resize"":0,""scroll"":1,""visibility"":0}"
62b9f3589e8d599c11a2f9fc,PP,PlotWise,PlotWise,5,6,5,"{""focus"":1,""input"":0,""keydown"":0,""keyup"":0,""mousemove"":26,""mousedown"":6,""mouseup"":6,""resize"":0,""scroll"":4,""visibility"":0}",5,5,5,5,"{""focus"":5,""input"":4,""keydown"":0,""keyup"":0,""mousemove"":40,""mousedown"":8,""mouseup"":8,""resize"":0,""scroll"":4,""visibility"":0}",2,5,5,6,5,2,5,5,"{""focus"":9,""input"":8,""keydown"":0,""keyup"":0,""mousemove"":55,""mousedown"":14,""mouseup"":14,""resize"":0,""scroll"":8,""visibility"":0}"
