participantId,group,lecture_type,practice_type,trialId,responseId,responsePrompt,answer,answer_num,answer_scored,scale_type,question_label,reverse,duration,cleanedDuration
666911bcb2b5e2fc50ace5e3,PC,PlotWise,Control,futureInterestSurvey,interest_any_study,NA,6,6,6,FutureInterest,Interested in any study,FALSE,11344,11344
666911bcb2b5e2fc50ace5e3,PC,PlotWise,Control,futureInterestSurvey,interest_dynamic_vis_study,NA,6,6,6,FutureInterest,Interested in a dynamic visualization study,FALSE,11344,11344
666911bcb2b5e2fc50ace5e3,PC,PlotWise,Control,futureInterestSurvey,interest_statistics_study,NA,6,6,6,FutureInterest,Interested in a statistics study,FALSE,11344,11344
666911bcb2b5e2fc50ace5e3,PC,PlotWise,Control,maintainedSituationalInterest,msi_enjoyed_learning,How much have you enjoyed learning about correlation and slope?,5,5,5,MSI,Enjoyed learning about correlation and slope,FALSE,14476,14476
666911bcb2b5e2fc50ace5e3,PC,PlotWise,Control,maintainedSituationalInterest,msi_excited,"Now please rate how you feel about the topics you encountered in this session.

How excited are you about correlation and slope?",5,5,5,MSI,Excited about correlation and slope,FALSE,14476,14476
666911bcb2b5e2fc50ace5e3,PC,PlotWise,Control,maintainedSituationalInterest,msi_interesting_corrslope,How interesting do you find correlation and slope?,5,5,5,MSI,Correlation and slope are interesting,FALSE,14476,14476
666911bcb2b5e2fc50ace5e3,PC,PlotWise,Control,maintainedSituationalInterest,msi_interesting_stats,How interesting do you find statistics?,6,6,6,MSI,Statistics is interesting,FALSE,14476,14476
666911bcb2b5e2fc50ace5e3,PC,PlotWise,Control,triggeredSituationalInterest,tsi_boring_video,The correlation and slope video was boring,1,1,6,TSI,Video was boring,TRUE,24483,24483
666911bcb2b5e2fc50ace5e3,PC,PlotWise,Control,triggeredSituationalInterest,tsi_enjoyed_learning,I've enjoyed learning new things,6,6,6,TSI,Enjoyed learning new things,FALSE,24483,24483
666911bcb2b5e2fc50ace5e3,PC,PlotWise,Control,triggeredSituationalInterest,tsi_enjoyed_session,I've enjoyed this session,6,6,6,TSI,Enjoyed this session,FALSE,24483,24483
666911bcb2b5e2fc50ace5e3,PC,PlotWise,Control,triggeredSituationalInterest,tsi_fun_stats,It's been fun to learn about statistics this way,5,5,5,TSI,Fun to learn about statistics this way,FALSE,24483,24483
666911bcb2b5e2fc50ace5e3,PC,PlotWise,Control,triggeredSituationalInterest,tsi_fun_video,It was fun to watch the video,6,6,6,TSI,Video was fun,FALSE,24483,24483
666911bcb2b5e2fc50ace5e3,PC,PlotWise,Control,triggeredSituationalInterest,tsi_session_boring,This session has been boring,1,1,6,TSI,Session was boring,TRUE,24483,24483
666911bcb2b5e2fc50ace5e3,PC,PlotWise,Control,triggeredSituationalInterest,tsi_session_fun,This session has been fun,6,6,6,TSI,Session was fun,FALSE,24483,24483
666911bcb2b5e2fc50ace5e3,PC,PlotWise,Control,triggeredSituationalInterest,tsi_session_interesting,This session has been interesting,6,6,6,TSI,Session was interesting,FALSE,24483,24483
66d88375799e00b593a8655f,PC,PlotWise,Control,futureInterestSurvey,interest_any_study,NA,6,6,6,FutureInterest,Interested in any study,FALSE,10496,10496
66d88375799e00b593a8655f,PC,PlotWise,Control,futureInterestSurvey,interest_dynamic_vis_study,NA,6,6,6,FutureInterest,Interested in a dynamic visualization study,FALSE,10496,10496
66d88375799e00b593a8655f,PC,PlotWise,Control,futureInterestSurvey,interest_statistics_study,NA,6,6,6,FutureInterest,Interested in a statistics study,FALSE,10496,10496
66d88375799e00b593a8655f,PC,PlotWise,Control,maintainedSituationalInterest,msi_enjoyed_learning,How much have you enjoyed learning about correlation and slope?,6,6,6,MSI,Enjoyed learning about correlation and slope,FALSE,15533,15533
66d88375799e00b593a8655f,PC,PlotWise,Control,maintainedSituationalInterest,msi_excited,"Now please rate how you feel about the topics you encountered in this session.

How excited are you about correlation and slope?",4,4,4,MSI,Excited about correlation and slope,FALSE,15533,15533
66d88375799e00b593a8655f,PC,PlotWise,Control,maintainedSituationalInterest,msi_interesting_corrslope,How interesting do you find correlation and slope?,5,5,5,MSI,Correlation and slope are interesting,FALSE,15533,15533
66d88375799e00b593a8655f,PC,PlotWise,Control,maintainedSituationalInterest,msi_interesting_stats,How interesting do you find statistics?,5,5,5,MSI,Statistics is interesting,FALSE,15533,15533
66d88375799e00b593a8655f,PC,PlotWise,Control,triggeredSituationalInterest,tsi_boring_video,The correlation and slope video was boring,1,1,6,TSI,Video was boring,TRUE,20912,20912
66d88375799e00b593a8655f,PC,PlotWise,Control,triggeredSituationalInterest,tsi_enjoyed_learning,I've enjoyed learning new things,6,6,6,TSI,Enjoyed learning new things,FALSE,20912,20912
66d88375799e00b593a8655f,PC,PlotWise,Control,triggeredSituationalInterest,tsi_enjoyed_session,I've enjoyed this session,6,6,6,TSI,Enjoyed this session,FALSE,20912,20912
66d88375799e00b593a8655f,PC,PlotWise,Control,triggeredSituationalInterest,tsi_fun_stats,It's been fun to learn about statistics this way,6,6,6,TSI,Fun to learn about statistics this way,FALSE,20912,20912
66d88375799e00b593a8655f,PC,PlotWise,Control,triggeredSituationalInterest,tsi_fun_video,It was fun to watch the video,5,5,5,TSI,Video was fun,FALSE,20912,20912
66d88375799e00b593a8655f,PC,PlotWise,Control,triggeredSituationalInterest,tsi_session_boring,This session has been boring,1,1,6,TSI,Session was boring,TRUE,20912,20912
66d88375799e00b593a8655f,PC,PlotWise,Control,triggeredSituationalInterest,tsi_session_fun,This session has been fun,6,6,6,TSI,Session was fun,FALSE,20912,20912
66d88375799e00b593a8655f,PC,PlotWise,Control,triggeredSituationalInterest,tsi_session_interesting,This session has been interesting,6,6,6,TSI,Session was interesting,FALSE,20912,20912
6706bc0d8c98b64939838b2e,PC,PlotWise,Control,futureInterestSurvey,interest_any_study,NA,4,4,4,FutureInterest,Interested in any study,FALSE,11753,11753
6706bc0d8c98b64939838b2e,PC,PlotWise,Control,futureInterestSurvey,interest_dynamic_vis_study,NA,3,3,3,FutureInterest,Interested in a dynamic visualization study,FALSE,11753,11753
6706bc0d8c98b64939838b2e,PC,PlotWise,Control,futureInterestSurvey,interest_statistics_study,NA,1,1,1,FutureInterest,Interested in a statistics study,FALSE,11753,11753
6706bc0d8c98b64939838b2e,PC,PlotWise,Control,maintainedSituationalInterest,msi_enjoyed_learning,How much have you enjoyed learning about correlation and slope?,1,1,1,MSI,Enjoyed learning about correlation and slope,FALSE,9337,9337
6706bc0d8c98b64939838b2e,PC,PlotWise,Control,maintainedSituationalInterest,msi_excited,"Now please rate how you feel about the topics you encountered in this session.

How excited are you about correlation and slope?",1,1,1,MSI,Excited about correlation and slope,FALSE,9337,9337
6706bc0d8c98b64939838b2e,PC,PlotWise,Control,maintainedSituationalInterest,msi_interesting_corrslope,How interesting do you find correlation and slope?,1,1,1,MSI,Correlation and slope are interesting,FALSE,9337,9337
6706bc0d8c98b64939838b2e,PC,PlotWise,Control,maintainedSituationalInterest,msi_interesting_stats,How interesting do you find statistics?,1,1,1,MSI,Statistics is interesting,FALSE,9337,9337
6706bc0d8c98b64939838b2e,PC,PlotWise,Control,triggeredSituationalInterest,tsi_boring_video,The correlation and slope video was boring,5,5,2,TSI,Video was boring,TRUE,20859,20859
6706bc0d8c98b64939838b2e,PC,PlotWise,Control,triggeredSituationalInterest,tsi_enjoyed_learning,I've enjoyed learning new things,3,3,3,TSI,Enjoyed learning new things,FALSE,20859,20859
6706bc0d8c98b64939838b2e,PC,PlotWise,Control,triggeredSituationalInterest,tsi_enjoyed_session,I've enjoyed this session,1,1,1,TSI,Enjoyed this session,FALSE,20859,20859
6706bc0d8c98b64939838b2e,PC,PlotWise,Control,triggeredSituationalInterest,tsi_fun_stats,It's been fun to learn about statistics this way,1,1,1,TSI,Fun to learn about statistics this way,FALSE,20859,20859
6706bc0d8c98b64939838b2e,PC,PlotWise,Control,triggeredSituationalInterest,tsi_fun_video,It was fun to watch the video,1,1,1,TSI,Video was fun,FALSE,20859,20859
6706bc0d8c98b64939838b2e,PC,PlotWise,Control,triggeredSituationalInterest,tsi_session_boring,This session has been boring,4,4,3,TSI,Session was boring,TRUE,20859,20859
6706bc0d8c98b64939838b2e,PC,PlotWise,Control,triggeredSituationalInterest,tsi_session_fun,This session has been fun,1,1,1,TSI,Session was fun,FALSE,20859,20859
6706bc0d8c98b64939838b2e,PC,PlotWise,Control,triggeredSituationalInterest,tsi_session_interesting,This session has been interesting,4,4,4,TSI,Session was interesting,FALSE,20859,20859
69419e9576aea13f332266ff,PC,PlotWise,Control,futureInterestSurvey,interest_any_study,NA,5,5,5,FutureInterest,Interested in any study,FALSE,11630,11630
69419e9576aea13f332266ff,PC,PlotWise,Control,futureInterestSurvey,interest_dynamic_vis_study,NA,6,6,6,FutureInterest,Interested in a dynamic visualization study,FALSE,11630,11630
69419e9576aea13f332266ff,PC,PlotWise,Control,futureInterestSurvey,interest_statistics_study,NA,5,5,5,FutureInterest,Interested in a statistics study,FALSE,11630,11630
69419e9576aea13f332266ff,PC,PlotWise,Control,maintainedSituationalInterest,msi_enjoyed_learning,How much have you enjoyed learning about correlation and slope?,5,5,5,MSI,Enjoyed learning about correlation and slope,FALSE,11652,11652
69419e9576aea13f332266ff,PC,PlotWise,Control,maintainedSituationalInterest,msi_excited,"Now please rate how you feel about the topics you encountered in this session.

How excited are you about correlation and slope?",4,4,4,MSI,Excited about correlation and slope,FALSE,11652,11652
69419e9576aea13f332266ff,PC,PlotWise,Control,maintainedSituationalInterest,msi_interesting_corrslope,How interesting do you find correlation and slope?,5,5,5,MSI,Correlation and slope are interesting,FALSE,11652,11652
69419e9576aea13f332266ff,PC,PlotWise,Control,maintainedSituationalInterest,msi_interesting_stats,How interesting do you find statistics?,5,5,5,MSI,Statistics is interesting,FALSE,11652,11652
69419e9576aea13f332266ff,PC,PlotWise,Control,triggeredSituationalInterest,tsi_boring_video,The correlation and slope video was boring,2,2,5,TSI,Video was boring,TRUE,21921,21921
69419e9576aea13f332266ff,PC,PlotWise,Control,triggeredSituationalInterest,tsi_enjoyed_learning,I've enjoyed learning new things,5,5,5,TSI,Enjoyed learning new things,FALSE,21921,21921
69419e9576aea13f332266ff,PC,PlotWise,Control,triggeredSituationalInterest,tsi_enjoyed_session,I've enjoyed this session,4,4,4,TSI,Enjoyed this session,FALSE,21921,21921
69419e9576aea13f332266ff,PC,PlotWise,Control,triggeredSituationalInterest,tsi_fun_stats,It's been fun to learn about statistics this way,5,5,5,TSI,Fun to learn about statistics this way,FALSE,21921,21921
69419e9576aea13f332266ff,PC,PlotWise,Control,triggeredSituationalInterest,tsi_fun_video,It was fun to watch the video,6,6,6,TSI,Video was fun,FALSE,21921,21921
69419e9576aea13f332266ff,PC,PlotWise,Control,triggeredSituationalInterest,tsi_session_boring,This session has been boring,2,2,5,TSI,Session was boring,TRUE,21921,21921
69419e9576aea13f332266ff,PC,PlotWise,Control,triggeredSituationalInterest,tsi_session_fun,This session has been fun,4,4,4,TSI,Session was fun,FALSE,21921,21921
69419e9576aea13f332266ff,PC,PlotWise,Control,triggeredSituationalInterest,tsi_session_interesting,This session has been interesting,5,5,5,TSI,Session was interesting,FALSE,21921,21921
69442e09aea78e142db2e54f,PC,PlotWise,Control,futureInterestSurvey,interest_any_study,NA,5,5,5,FutureInterest,Interested in any study,FALSE,23690,23690
69442e09aea78e142db2e54f,PC,PlotWise,Control,futureInterestSurvey,interest_dynamic_vis_study,NA,4,4,4,FutureInterest,Interested in a dynamic visualization study,FALSE,23690,23690
69442e09aea78e142db2e54f,PC,PlotWise,Control,futureInterestSurvey,interest_statistics_study,NA,5,5,5,FutureInterest,Interested in a statistics study,FALSE,23690,23690
69442e09aea78e142db2e54f,PC,PlotWise,Control,maintainedSituationalInterest,msi_enjoyed_learning,How much have you enjoyed learning about correlation and slope?,4,4,4,MSI,Enjoyed learning about correlation and slope,FALSE,21115,21115
69442e09aea78e142db2e54f,PC,PlotWise,Control,maintainedSituationalInterest,msi_excited,"Now please rate how you feel about the topics you encountered in this session.

How excited are you about correlation and slope?",3,3,3,MSI,Excited about correlation and slope,FALSE,21115,21115
69442e09aea78e142db2e54f,PC,PlotWise,Control,maintainedSituationalInterest,msi_interesting_corrslope,How interesting do you find correlation and slope?,3,3,3,MSI,Correlation and slope are interesting,FALSE,21115,21115
69442e09aea78e142db2e54f,PC,PlotWise,Control,maintainedSituationalInterest,msi_interesting_stats,How interesting do you find statistics?,4,4,4,MSI,Statistics is interesting,FALSE,21115,21115
69442e09aea78e142db2e54f,PC,PlotWise,Control,triggeredSituationalInterest,tsi_boring_video,The correlation and slope video was boring,6,6,1,TSI,Video was boring,TRUE,19292,19292
69442e09aea78e142db2e54f,PC,PlotWise,Control,triggeredSituationalInterest,tsi_enjoyed_learning,I've enjoyed learning new things,6,6,6,TSI,Enjoyed learning new things,FALSE,19292,19292
69442e09aea78e142db2e54f,PC,PlotWise,Control,triggeredSituationalInterest,tsi_enjoyed_session,I've enjoyed this session,4,4,4,TSI,Enjoyed this session,FALSE,19292,19292
69442e09aea78e142db2e54f,PC,PlotWise,Control,triggeredSituationalInterest,tsi_fun_stats,It's been fun to learn about statistics this way,4,4,4,TSI,Fun to learn about statistics this way,FALSE,19292,19292
69442e09aea78e142db2e54f,PC,PlotWise,Control,triggeredSituationalInterest,tsi_fun_video,It was fun to watch the video,3,3,3,TSI,Video was fun,FALSE,19292,19292
69442e09aea78e142db2e54f,PC,PlotWise,Control,triggeredSituationalInterest,tsi_session_boring,This session has been boring,6,6,1,TSI,Session was boring,TRUE,19292,19292
69442e09aea78e142db2e54f,PC,PlotWise,Control,triggeredSituationalInterest,tsi_session_fun,This session has been fun,3,3,3,TSI,Session was fun,FALSE,19292,19292
69442e09aea78e142db2e54f,PC,PlotWise,Control,triggeredSituationalInterest,tsi_session_interesting,This session has been interesting,4,4,4,TSI,Session was interesting,FALSE,19292,19292
69457dc95341cec41fca5695,PC,PlotWise,Control,futureInterestSurvey,interest_any_study,NA,6,6,6,FutureInterest,Interested in any study,FALSE,15329,15329
69457dc95341cec41fca5695,PC,PlotWise,Control,futureInterestSurvey,interest_dynamic_vis_study,NA,6,6,6,FutureInterest,Interested in a dynamic visualization study,FALSE,15329,15329
69457dc95341cec41fca5695,PC,PlotWise,Control,futureInterestSurvey,interest_statistics_study,NA,6,6,6,FutureInterest,Interested in a statistics study,FALSE,15329,15329
69457dc95341cec41fca5695,PC,PlotWise,Control,maintainedSituationalInterest,msi_enjoyed_learning,How much have you enjoyed learning about correlation and slope?,5,5,5,MSI,Enjoyed learning about correlation and slope,FALSE,148883,148883
69457dc95341cec41fca5695,PC,PlotWise,Control,maintainedSituationalInterest,msi_excited,"Now please rate how you feel about the topics you encountered in this session.

How excited are you about correlation and slope?",4,4,4,MSI,Excited about correlation and slope,FALSE,148883,148883
69457dc95341cec41fca5695,PC,PlotWise,Control,maintainedSituationalInterest,msi_interesting_corrslope,How interesting do you find correlation and slope?,5,5,5,MSI,Correlation and slope are interesting,FALSE,148883,148883
69457dc95341cec41fca5695,PC,PlotWise,Control,maintainedSituationalInterest,msi_interesting_stats,How interesting do you find statistics?,5,5,5,MSI,Statistics is interesting,FALSE,148883,148883
69457dc95341cec41fca5695,PC,PlotWise,Control,triggeredSituationalInterest,tsi_boring_video,The correlation and slope video was boring,2,2,5,TSI,Video was boring,TRUE,21474,21474
69457dc95341cec41fca5695,PC,PlotWise,Control,triggeredSituationalInterest,tsi_enjoyed_learning,I've enjoyed learning new things,5,5,5,TSI,Enjoyed learning new things,FALSE,21474,21474
69457dc95341cec41fca5695,PC,PlotWise,Control,triggeredSituationalInterest,tsi_enjoyed_session,I've enjoyed this session,5,5,5,TSI,Enjoyed this session,FALSE,21474,21474
69457dc95341cec41fca5695,PC,PlotWise,Control,triggeredSituationalInterest,tsi_fun_stats,It's been fun to learn about statistics this way,5,5,5,TSI,Fun to learn about statistics this way,FALSE,21474,21474
69457dc95341cec41fca5695,PC,PlotWise,Control,triggeredSituationalInterest,tsi_fun_video,It was fun to watch the video,4,4,4,TSI,Video was fun,FALSE,21474,21474
69457dc95341cec41fca5695,PC,PlotWise,Control,triggeredSituationalInterest,tsi_session_boring,This session has been boring,2,2,5,TSI,Session was boring,TRUE,21474,21474
69457dc95341cec41fca5695,PC,PlotWise,Control,triggeredSituationalInterest,tsi_session_fun,This session has been fun,4,4,4,TSI,Session was fun,FALSE,21474,21474
69457dc95341cec41fca5695,PC,PlotWise,Control,triggeredSituationalInterest,tsi_session_interesting,This session has been interesting,5,5,5,TSI,Session was interesting,FALSE,21474,21474
696a7d8e7ecb7691c3c716e0,PC,PlotWise,Control,futureInterestSurvey,interest_any_study,NA,6,6,6,FutureInterest,Interested in any study,FALSE,8665,8665
696a7d8e7ecb7691c3c716e0,PC,PlotWise,Control,futureInterestSurvey,interest_dynamic_vis_study,NA,6,6,6,FutureInterest,Interested in a dynamic visualization study,FALSE,8665,8665
696a7d8e7ecb7691c3c716e0,PC,PlotWise,Control,futureInterestSurvey,interest_statistics_study,NA,6,6,6,FutureInterest,Interested in a statistics study,FALSE,8665,8665
696a7d8e7ecb7691c3c716e0,PC,PlotWise,Control,maintainedSituationalInterest,msi_enjoyed_learning,How much have you enjoyed learning about correlation and slope?,5,5,5,MSI,Enjoyed learning about correlation and slope,FALSE,11760,11760
696a7d8e7ecb7691c3c716e0,PC,PlotWise,Control,maintainedSituationalInterest,msi_excited,"Now please rate how you feel about the topics you encountered in this session.

How excited are you about correlation and slope?",4,4,4,MSI,Excited about correlation and slope,FALSE,11760,11760
696a7d8e7ecb7691c3c716e0,PC,PlotWise,Control,maintainedSituationalInterest,msi_interesting_corrslope,How interesting do you find correlation and slope?,6,6,6,MSI,Correlation and slope are interesting,FALSE,11760,11760
696a7d8e7ecb7691c3c716e0,PC,PlotWise,Control,maintainedSituationalInterest,msi_interesting_stats,How interesting do you find statistics?,6,6,6,MSI,Statistics is interesting,FALSE,11760,11760
696a7d8e7ecb7691c3c716e0,PC,PlotWise,Control,triggeredSituationalInterest,tsi_boring_video,The correlation and slope video was boring,3,3,4,TSI,Video was boring,TRUE,17408,17408
696a7d8e7ecb7691c3c716e0,PC,PlotWise,Control,triggeredSituationalInterest,tsi_enjoyed_learning,I've enjoyed learning new things,6,6,6,TSI,Enjoyed learning new things,FALSE,17408,17408
696a7d8e7ecb7691c3c716e0,PC,PlotWise,Control,triggeredSituationalInterest,tsi_enjoyed_session,I've enjoyed this session,6,6,6,TSI,Enjoyed this session,FALSE,17408,17408
696a7d8e7ecb7691c3c716e0,PC,PlotWise,Control,triggeredSituationalInterest,tsi_fun_stats,It's been fun to learn about statistics this way,5,5,5,TSI,Fun to learn about statistics this way,FALSE,17408,17408
696a7d8e7ecb7691c3c716e0,PC,PlotWise,Control,triggeredSituationalInterest,tsi_fun_video,It was fun to watch the video,5,5,5,TSI,Video was fun,FALSE,17408,17408
696a7d8e7ecb7691c3c716e0,PC,PlotWise,Control,triggeredSituationalInterest,tsi_session_boring,This session has been boring,2,2,5,TSI,Session was boring,TRUE,17408,17408
696a7d8e7ecb7691c3c716e0,PC,PlotWise,Control,triggeredSituationalInterest,tsi_session_fun,This session has been fun,5,5,5,TSI,Session was fun,FALSE,17408,17408
696a7d8e7ecb7691c3c716e0,PC,PlotWise,Control,triggeredSituationalInterest,tsi_session_interesting,This session has been interesting,6,6,6,TSI,Session was interesting,FALSE,17408,17408
69a1b3b7923c10f1c34bb345,PC,PlotWise,Control,futureInterestSurvey,interest_any_study,NA,6,6,6,FutureInterest,Interested in any study,FALSE,18252,18252
69a1b3b7923c10f1c34bb345,PC,PlotWise,Control,futureInterestSurvey,interest_dynamic_vis_study,NA,6,6,6,FutureInterest,Interested in a dynamic visualization study,FALSE,18252,18252
69a1b3b7923c10f1c34bb345,PC,PlotWise,Control,futureInterestSurvey,interest_statistics_study,NA,4,4,4,FutureInterest,Interested in a statistics study,FALSE,18252,18252
69a1b3b7923c10f1c34bb345,PC,PlotWise,Control,maintainedSituationalInterest,msi_enjoyed_learning,How much have you enjoyed learning about correlation and slope?,2,2,2,MSI,Enjoyed learning about correlation and slope,FALSE,20138,20138
69a1b3b7923c10f1c34bb345,PC,PlotWise,Control,maintainedSituationalInterest,msi_excited,"Now please rate how you feel about the topics you encountered in this session.

How excited are you about correlation and slope?",1,1,1,MSI,Excited about correlation and slope,FALSE,20138,20138
69a1b3b7923c10f1c34bb345,PC,PlotWise,Control,maintainedSituationalInterest,msi_interesting_corrslope,How interesting do you find correlation and slope?,1,1,1,MSI,Correlation and slope are interesting,FALSE,20138,20138
69a1b3b7923c10f1c34bb345,PC,PlotWise,Control,maintainedSituationalInterest,msi_interesting_stats,How interesting do you find statistics?,1,1,1,MSI,Statistics is interesting,FALSE,20138,20138
69a1b3b7923c10f1c34bb345,PC,PlotWise,Control,triggeredSituationalInterest,tsi_boring_video,The correlation and slope video was boring,5,5,2,TSI,Video was boring,TRUE,29974,29974
69a1b3b7923c10f1c34bb345,PC,PlotWise,Control,triggeredSituationalInterest,tsi_enjoyed_learning,I've enjoyed learning new things,2,2,2,TSI,Enjoyed learning new things,FALSE,29974,29974
69a1b3b7923c10f1c34bb345,PC,PlotWise,Control,triggeredSituationalInterest,tsi_enjoyed_session,I've enjoyed this session,2,2,2,TSI,Enjoyed this session,FALSE,29974,29974
69a1b3b7923c10f1c34bb345,PC,PlotWise,Control,triggeredSituationalInterest,tsi_fun_stats,It's been fun to learn about statistics this way,2,2,2,TSI,Fun to learn about statistics this way,FALSE,29974,29974
69a1b3b7923c10f1c34bb345,PC,PlotWise,Control,triggeredSituationalInterest,tsi_fun_video,It was fun to watch the video,1,1,1,TSI,Video was fun,FALSE,29974,29974
69a1b3b7923c10f1c34bb345,PC,PlotWise,Control,triggeredSituationalInterest,tsi_session_boring,This session has been boring,5,5,2,TSI,Session was boring,TRUE,29974,29974
69a1b3b7923c10f1c34bb345,PC,PlotWise,Control,triggeredSituationalInterest,tsi_session_fun,This session has been fun,5,5,5,TSI,Session was fun,FALSE,29974,29974
69a1b3b7923c10f1c34bb345,PC,PlotWise,Control,triggeredSituationalInterest,tsi_session_interesting,This session has been interesting,5,5,5,TSI,Session was interesting,FALSE,29974,29974
69afafce3f7970642a6dc071,PC,PlotWise,Control,futureInterestSurvey,interest_any_study,NA,5,5,5,FutureInterest,Interested in any study,FALSE,9874,9874
69afafce3f7970642a6dc071,PC,PlotWise,Control,futureInterestSurvey,interest_dynamic_vis_study,NA,4,4,4,FutureInterest,Interested in a dynamic visualization study,FALSE,9874,9874
69afafce3f7970642a6dc071,PC,PlotWise,Control,futureInterestSurvey,interest_statistics_study,NA,4,4,4,FutureInterest,Interested in a statistics study,FALSE,9874,9874
69afafce3f7970642a6dc071,PC,PlotWise,Control,maintainedSituationalInterest,msi_enjoyed_learning,How much have you enjoyed learning about correlation and slope?,3,3,3,MSI,Enjoyed learning about correlation and slope,FALSE,17728,17728
69afafce3f7970642a6dc071,PC,PlotWise,Control,maintainedSituationalInterest,msi_excited,"Now please rate how you feel about the topics you encountered in this session.

How excited are you about correlation and slope?",3,3,3,MSI,Excited about correlation and slope,FALSE,17728,17728
69afafce3f7970642a6dc071,PC,PlotWise,Control,maintainedSituationalInterest,msi_interesting_corrslope,How interesting do you find correlation and slope?,3,3,3,MSI,Correlation and slope are interesting,FALSE,17728,17728
69afafce3f7970642a6dc071,PC,PlotWise,Control,maintainedSituationalInterest,msi_interesting_stats,How interesting do you find statistics?,4,4,4,MSI,Statistics is interesting,FALSE,17728,17728
69afafce3f7970642a6dc071,PC,PlotWise,Control,triggeredSituationalInterest,tsi_boring_video,The correlation and slope video was boring,3,3,4,TSI,Video was boring,TRUE,25520,25520
69afafce3f7970642a6dc071,PC,PlotWise,Control,triggeredSituationalInterest,tsi_enjoyed_learning,I've enjoyed learning new things,3,3,3,TSI,Enjoyed learning new things,FALSE,25520,25520
69afafce3f7970642a6dc071,PC,PlotWise,Control,triggeredSituationalInterest,tsi_enjoyed_session,I've enjoyed this session,2,2,2,TSI,Enjoyed this session,FALSE,25520,25520
69afafce3f7970642a6dc071,PC,PlotWise,Control,triggeredSituationalInterest,tsi_fun_stats,It's been fun to learn about statistics this way,3,3,3,TSI,Fun to learn about statistics this way,FALSE,25520,25520
69afafce3f7970642a6dc071,PC,PlotWise,Control,triggeredSituationalInterest,tsi_fun_video,It was fun to watch the video,3,3,3,TSI,Video was fun,FALSE,25520,25520
69afafce3f7970642a6dc071,PC,PlotWise,Control,triggeredSituationalInterest,tsi_session_boring,This session has been boring,3,3,4,TSI,Session was boring,TRUE,25520,25520
69afafce3f7970642a6dc071,PC,PlotWise,Control,triggeredSituationalInterest,tsi_session_fun,This session has been fun,3,3,3,TSI,Session was fun,FALSE,25520,25520
69afafce3f7970642a6dc071,PC,PlotWise,Control,triggeredSituationalInterest,tsi_session_interesting,This session has been interesting,3,3,3,TSI,Session was interesting,FALSE,25520,25520
69b2f88353d348d7b5d823f2,PC,PlotWise,Control,futureInterestSurvey,interest_any_study,NA,6,6,6,FutureInterest,Interested in any study,FALSE,16293,16293
69b2f88353d348d7b5d823f2,PC,PlotWise,Control,futureInterestSurvey,interest_dynamic_vis_study,NA,6,6,6,FutureInterest,Interested in a dynamic visualization study,FALSE,16293,16293
69b2f88353d348d7b5d823f2,PC,PlotWise,Control,futureInterestSurvey,interest_statistics_study,NA,6,6,6,FutureInterest,Interested in a statistics study,FALSE,16293,16293
69b2f88353d348d7b5d823f2,PC,PlotWise,Control,maintainedSituationalInterest,msi_enjoyed_learning,How much have you enjoyed learning about correlation and slope?,5,5,5,MSI,Enjoyed learning about correlation and slope,FALSE,20443,20443
69b2f88353d348d7b5d823f2,PC,PlotWise,Control,maintainedSituationalInterest,msi_excited,"Now please rate how you feel about the topics you encountered in this session.

How excited are you about correlation and slope?",5,5,5,MSI,Excited about correlation and slope,FALSE,20443,20443
69b2f88353d348d7b5d823f2,PC,PlotWise,Control,maintainedSituationalInterest,msi_interesting_corrslope,How interesting do you find correlation and slope?,5,5,5,MSI,Correlation and slope are interesting,FALSE,20443,20443
69b2f88353d348d7b5d823f2,PC,PlotWise,Control,maintainedSituationalInterest,msi_interesting_stats,How interesting do you find statistics?,5,5,5,MSI,Statistics is interesting,FALSE,20443,20443
69b2f88353d348d7b5d823f2,PC,PlotWise,Control,triggeredSituationalInterest,tsi_boring_video,The correlation and slope video was boring,4,4,3,TSI,Video was boring,TRUE,35408,35408
69b2f88353d348d7b5d823f2,PC,PlotWise,Control,triggeredSituationalInterest,tsi_enjoyed_learning,I've enjoyed learning new things,6,6,6,TSI,Enjoyed learning new things,FALSE,35408,35408
69b2f88353d348d7b5d823f2,PC,PlotWise,Control,triggeredSituationalInterest,tsi_enjoyed_session,I've enjoyed this session,6,6,6,TSI,Enjoyed this session,FALSE,35408,35408
69b2f88353d348d7b5d823f2,PC,PlotWise,Control,triggeredSituationalInterest,tsi_fun_stats,It's been fun to learn about statistics this way,6,6,6,TSI,Fun to learn about statistics this way,FALSE,35408,35408
69b2f88353d348d7b5d823f2,PC,PlotWise,Control,triggeredSituationalInterest,tsi_fun_video,It was fun to watch the video,3,3,3,TSI,Video was fun,FALSE,35408,35408
69b2f88353d348d7b5d823f2,PC,PlotWise,Control,triggeredSituationalInterest,tsi_session_boring,This session has been boring,1,1,6,TSI,Session was boring,TRUE,35408,35408
69b2f88353d348d7b5d823f2,PC,PlotWise,Control,triggeredSituationalInterest,tsi_session_fun,This session has been fun,6,6,6,TSI,Session was fun,FALSE,35408,35408
69b2f88353d348d7b5d823f2,PC,PlotWise,Control,triggeredSituationalInterest,tsi_session_interesting,This session has been interesting,6,6,6,TSI,Session was interesting,FALSE,35408,35408
