participantId,group,lecture_type,practice_type,trialId,responseId,responsePrompt,answer,answer_num,answer_scored,scale_type,question_label,reverse,duration,cleanedDuration
69ecc0e01df33a8b5fa811f2,CC,Control,Control,triggeredSituationalInterest,tsi_enjoyed_session,I've enjoyed this session,5,5,5,TSI,Enjoyed this session,FALSE,15704,15704
69ecc0e01df33a8b5fa811f2,CC,Control,Control,triggeredSituationalInterest,tsi_fun_stats,It's been fun to learn about statistics this way,5,5,5,TSI,Fun to learn about statistics this way,FALSE,15704,15704
69ecc0e01df33a8b5fa811f2,CC,Control,Control,triggeredSituationalInterest,tsi_fun_video,It was fun to watch the video,2,2,2,TSI,Video was fun,FALSE,15704,15704
69ecc0e01df33a8b5fa811f2,CC,Control,Control,triggeredSituationalInterest,tsi_session_boring,This session has been boring,2,2,5,TSI,Session was boring,TRUE,15704,15704
69ecc0e01df33a8b5fa811f2,CC,Control,Control,triggeredSituationalInterest,tsi_session_fun,This session has been fun,6,6,6,TSI,Session was fun,FALSE,15704,15704
69ecc0e01df33a8b5fa811f2,CC,Control,Control,triggeredSituationalInterest,tsi_session_interesting,This session has been interesting,5,5,5,TSI,Session was interesting,FALSE,15704,15704
5d88db42c1d06e001a1fdcab,CP,Control,PlotWise,futureInterestSurvey,interest_any_study,NA,6,6,6,FutureInterest,Interested in any study,FALSE,8301,8301
5d88db42c1d06e001a1fdcab,CP,Control,PlotWise,futureInterestSurvey,interest_dynamic_vis_study,NA,6,6,6,FutureInterest,Interested in a dynamic visualization study,FALSE,8301,8301
5d88db42c1d06e001a1fdcab,CP,Control,PlotWise,futureInterestSurvey,interest_statistics_study,NA,1,1,1,FutureInterest,Interested in a statistics study,FALSE,8301,8301
5d88db42c1d06e001a1fdcab,CP,Control,PlotWise,maintainedSituationalInterest,msi_enjoyed_learning,How much have you enjoyed learning about correlation and slope?,1,1,1,MSI,Enjoyed learning about correlation and slope,FALSE,11049,11049
5d88db42c1d06e001a1fdcab,CP,Control,PlotWise,maintainedSituationalInterest,msi_excited,"Now please rate how you feel about the topics you encountered in this session.

How excited are you about correlation and slope?",1,1,1,MSI,Excited about correlation and slope,FALSE,11049,11049
5d88db42c1d06e001a1fdcab,CP,Control,PlotWise,maintainedSituationalInterest,msi_interesting_corrslope,How interesting do you find correlation and slope?,1,1,1,MSI,Correlation and slope are interesting,FALSE,11049,11049
5d88db42c1d06e001a1fdcab,CP,Control,PlotWise,maintainedSituationalInterest,msi_interesting_stats,How interesting do you find statistics?,1,1,1,MSI,Statistics is interesting,FALSE,11049,11049
5d88db42c1d06e001a1fdcab,CP,Control,PlotWise,triggeredSituationalInterest,tsi_boring_video,The correlation and slope video was boring,6,6,1,TSI,Video was boring,TRUE,14842,14842
5d88db42c1d06e001a1fdcab,CP,Control,PlotWise,triggeredSituationalInterest,tsi_enjoyed_learning,I've enjoyed learning new things,4,4,4,TSI,Enjoyed learning new things,FALSE,14842,14842
5d88db42c1d06e001a1fdcab,CP,Control,PlotWise,triggeredSituationalInterest,tsi_enjoyed_session,I've enjoyed this session,1,1,1,TSI,Enjoyed this session,FALSE,14842,14842
5d88db42c1d06e001a1fdcab,CP,Control,PlotWise,triggeredSituationalInterest,tsi_fun_stats,It's been fun to learn about statistics this way,1,1,1,TSI,Fun to learn about statistics this way,FALSE,14842,14842
5d88db42c1d06e001a1fdcab,CP,Control,PlotWise,triggeredSituationalInterest,tsi_fun_video,It was fun to watch the video,1,1,1,TSI,Video was fun,FALSE,14842,14842
5d88db42c1d06e001a1fdcab,CP,Control,PlotWise,triggeredSituationalInterest,tsi_session_boring,This session has been boring,6,6,1,TSI,Session was boring,TRUE,14842,14842
5d88db42c1d06e001a1fdcab,CP,Control,PlotWise,triggeredSituationalInterest,tsi_session_fun,This session has been fun,1,1,1,TSI,Session was fun,FALSE,14842,14842
5d88db42c1d06e001a1fdcab,CP,Control,PlotWise,triggeredSituationalInterest,tsi_session_interesting,This session has been interesting,2,2,2,TSI,Session was interesting,FALSE,14842,14842
66b68e2b2c21a7ed557cf866,CP,Control,PlotWise,futureInterestSurvey,interest_any_study,NA,6,6,6,FutureInterest,Interested in any study,FALSE,12821,12821
66b68e2b2c21a7ed557cf866,CP,Control,PlotWise,futureInterestSurvey,interest_dynamic_vis_study,NA,6,6,6,FutureInterest,Interested in a dynamic visualization study,FALSE,12821,12821
66b68e2b2c21a7ed557cf866,CP,Control,PlotWise,futureInterestSurvey,interest_statistics_study,NA,6,6,6,FutureInterest,Interested in a statistics study,FALSE,12821,12821
66b68e2b2c21a7ed557cf866,CP,Control,PlotWise,maintainedSituationalInterest,msi_enjoyed_learning,How much have you enjoyed learning about correlation and slope?,4,4,4,MSI,Enjoyed learning about correlation and slope,FALSE,13200,13200
66b68e2b2c21a7ed557cf866,CP,Control,PlotWise,maintainedSituationalInterest,msi_excited,"Now please rate how you feel about the topics you encountered in this session.

How excited are you about correlation and slope?",1,1,1,MSI,Excited about correlation and slope,FALSE,13200,13200
66b68e2b2c21a7ed557cf866,CP,Control,PlotWise,maintainedSituationalInterest,msi_interesting_corrslope,How interesting do you find correlation and slope?,5,5,5,MSI,Correlation and slope are interesting,FALSE,13200,13200
66b68e2b2c21a7ed557cf866,CP,Control,PlotWise,maintainedSituationalInterest,msi_interesting_stats,How interesting do you find statistics?,5,5,5,MSI,Statistics is interesting,FALSE,13200,13200
66b68e2b2c21a7ed557cf866,CP,Control,PlotWise,triggeredSituationalInterest,tsi_boring_video,The correlation and slope video was boring,2,2,5,TSI,Video was boring,TRUE,19923,19923
66b68e2b2c21a7ed557cf866,CP,Control,PlotWise,triggeredSituationalInterest,tsi_enjoyed_learning,I've enjoyed learning new things,4,4,4,TSI,Enjoyed learning new things,FALSE,19923,19923
66b68e2b2c21a7ed557cf866,CP,Control,PlotWise,triggeredSituationalInterest,tsi_enjoyed_session,I've enjoyed this session,5,5,5,TSI,Enjoyed this session,FALSE,19923,19923
66b68e2b2c21a7ed557cf866,CP,Control,PlotWise,triggeredSituationalInterest,tsi_fun_stats,It's been fun to learn about statistics this way,5,5,5,TSI,Fun to learn about statistics this way,FALSE,19923,19923
66b68e2b2c21a7ed557cf866,CP,Control,PlotWise,triggeredSituationalInterest,tsi_fun_video,It was fun to watch the video,6,6,6,TSI,Video was fun,FALSE,19923,19923
66b68e2b2c21a7ed557cf866,CP,Control,PlotWise,triggeredSituationalInterest,tsi_session_boring,This session has been boring,1,1,6,TSI,Session was boring,TRUE,19923,19923
66b68e2b2c21a7ed557cf866,CP,Control,PlotWise,triggeredSituationalInterest,tsi_session_fun,This session has been fun,5,5,5,TSI,Session was fun,FALSE,19923,19923
66b68e2b2c21a7ed557cf866,CP,Control,PlotWise,triggeredSituationalInterest,tsi_session_interesting,This session has been interesting,6,6,6,TSI,Session was interesting,FALSE,19923,19923
66ba9cd5343e159bdc8691ad,CP,Control,PlotWise,futureInterestSurvey,interest_any_study,NA,6,6,6,FutureInterest,Interested in any study,FALSE,9694,9694
66ba9cd5343e159bdc8691ad,CP,Control,PlotWise,futureInterestSurvey,interest_dynamic_vis_study,NA,6,6,6,FutureInterest,Interested in a dynamic visualization study,FALSE,9694,9694
66ba9cd5343e159bdc8691ad,CP,Control,PlotWise,futureInterestSurvey,interest_statistics_study,NA,6,6,6,FutureInterest,Interested in a statistics study,FALSE,9694,9694
66ba9cd5343e159bdc8691ad,CP,Control,PlotWise,maintainedSituationalInterest,msi_enjoyed_learning,How much have you enjoyed learning about correlation and slope?,6,6,6,MSI,Enjoyed learning about correlation and slope,FALSE,11534,11534
66ba9cd5343e159bdc8691ad,CP,Control,PlotWise,maintainedSituationalInterest,msi_excited,"Now please rate how you feel about the topics you encountered in this session.

How excited are you about correlation and slope?",6,6,6,MSI,Excited about correlation and slope,FALSE,11534,11534
66ba9cd5343e159bdc8691ad,CP,Control,PlotWise,maintainedSituationalInterest,msi_interesting_corrslope,How interesting do you find correlation and slope?,6,6,6,MSI,Correlation and slope are interesting,FALSE,11534,11534
66ba9cd5343e159bdc8691ad,CP,Control,PlotWise,maintainedSituationalInterest,msi_interesting_stats,How interesting do you find statistics?,6,6,6,MSI,Statistics is interesting,FALSE,11534,11534
66ba9cd5343e159bdc8691ad,CP,Control,PlotWise,triggeredSituationalInterest,tsi_boring_video,The correlation and slope video was boring,1,1,6,TSI,Video was boring,TRUE,21819,21819
66ba9cd5343e159bdc8691ad,CP,Control,PlotWise,triggeredSituationalInterest,tsi_enjoyed_learning,I've enjoyed learning new things,6,6,6,TSI,Enjoyed learning new things,FALSE,21819,21819
66ba9cd5343e159bdc8691ad,CP,Control,PlotWise,triggeredSituationalInterest,tsi_enjoyed_session,I've enjoyed this session,6,6,6,TSI,Enjoyed this session,FALSE,21819,21819
66ba9cd5343e159bdc8691ad,CP,Control,PlotWise,triggeredSituationalInterest,tsi_fun_stats,It's been fun to learn about statistics this way,6,6,6,TSI,Fun to learn about statistics this way,FALSE,21819,21819
66ba9cd5343e159bdc8691ad,CP,Control,PlotWise,triggeredSituationalInterest,tsi_fun_video,It was fun to watch the video,6,6,6,TSI,Video was fun,FALSE,21819,21819
66ba9cd5343e159bdc8691ad,CP,Control,PlotWise,triggeredSituationalInterest,tsi_session_boring,This session has been boring,1,1,6,TSI,Session was boring,TRUE,21819,21819
66ba9cd5343e159bdc8691ad,CP,Control,PlotWise,triggeredSituationalInterest,tsi_session_fun,This session has been fun,6,6,6,TSI,Session was fun,FALSE,21819,21819
66ba9cd5343e159bdc8691ad,CP,Control,PlotWise,triggeredSituationalInterest,tsi_session_interesting,This session has been interesting,6,6,6,TSI,Session was interesting,FALSE,21819,21819
66c4f3cb14cbfc4db836bd4e,CP,Control,PlotWise,futureInterestSurvey,interest_any_study,NA,6,6,6,FutureInterest,Interested in any study,FALSE,12000,12000
66c4f3cb14cbfc4db836bd4e,CP,Control,PlotWise,futureInterestSurvey,interest_dynamic_vis_study,NA,6,6,6,FutureInterest,Interested in a dynamic visualization study,FALSE,12000,12000
66c4f3cb14cbfc4db836bd4e,CP,Control,PlotWise,futureInterestSurvey,interest_statistics_study,NA,6,6,6,FutureInterest,Interested in a statistics study,FALSE,12000,12000
66c4f3cb14cbfc4db836bd4e,CP,Control,PlotWise,maintainedSituationalInterest,msi_enjoyed_learning,How much have you enjoyed learning about correlation and slope?,4,4,4,MSI,Enjoyed learning about correlation and slope,FALSE,12921,12921
66c4f3cb14cbfc4db836bd4e,CP,Control,PlotWise,maintainedSituationalInterest,msi_excited,"Now please rate how you feel about the topics you encountered in this session.

How excited are you about correlation and slope?",2,2,2,MSI,Excited about correlation and slope,FALSE,12921,12921
66c4f3cb14cbfc4db836bd4e,CP,Control,PlotWise,maintainedSituationalInterest,msi_interesting_corrslope,How interesting do you find correlation and slope?,2,2,2,MSI,Correlation and slope are interesting,FALSE,12921,12921
66c4f3cb14cbfc4db836bd4e,CP,Control,PlotWise,maintainedSituationalInterest,msi_interesting_stats,How interesting do you find statistics?,2,2,2,MSI,Statistics is interesting,FALSE,12921,12921
66c4f3cb14cbfc4db836bd4e,CP,Control,PlotWise,triggeredSituationalInterest,tsi_boring_video,The correlation and slope video was boring,6,6,1,TSI,Video was boring,TRUE,33734,33734
66c4f3cb14cbfc4db836bd4e,CP,Control,PlotWise,triggeredSituationalInterest,tsi_enjoyed_learning,I've enjoyed learning new things,5,5,5,TSI,Enjoyed learning new things,FALSE,33734,33734
66c4f3cb14cbfc4db836bd4e,CP,Control,PlotWise,triggeredSituationalInterest,tsi_enjoyed_session,I've enjoyed this session,3,3,3,TSI,Enjoyed this session,FALSE,33734,33734
66c4f3cb14cbfc4db836bd4e,CP,Control,PlotWise,triggeredSituationalInterest,tsi_fun_stats,It's been fun to learn about statistics this way,5,5,5,TSI,Fun to learn about statistics this way,FALSE,33734,33734
66c4f3cb14cbfc4db836bd4e,CP,Control,PlotWise,triggeredSituationalInterest,tsi_fun_video,It was fun to watch the video,4,4,4,TSI,Video was fun,FALSE,33734,33734
66c4f3cb14cbfc4db836bd4e,CP,Control,PlotWise,triggeredSituationalInterest,tsi_session_boring,This session has been boring,5,5,2,TSI,Session was boring,TRUE,33734,33734
66c4f3cb14cbfc4db836bd4e,CP,Control,PlotWise,triggeredSituationalInterest,tsi_session_fun,This session has been fun,4,4,4,TSI,Session was fun,FALSE,33734,33734
66c4f3cb14cbfc4db836bd4e,CP,Control,PlotWise,triggeredSituationalInterest,tsi_session_interesting,This session has been interesting,4,4,4,TSI,Session was interesting,FALSE,33734,33734
676276312d87ec9601be7d5c,CP,Control,PlotWise,futureInterestSurvey,interest_any_study,NA,6,6,6,FutureInterest,Interested in any study,FALSE,37882,37882
676276312d87ec9601be7d5c,CP,Control,PlotWise,futureInterestSurvey,interest_dynamic_vis_study,NA,6,6,6,FutureInterest,Interested in a dynamic visualization study,FALSE,37882,37882
676276312d87ec9601be7d5c,CP,Control,PlotWise,futureInterestSurvey,interest_statistics_study,NA,6,6,6,FutureInterest,Interested in a statistics study,FALSE,37882,37882
676276312d87ec9601be7d5c,CP,Control,PlotWise,maintainedSituationalInterest,msi_enjoyed_learning,How much have you enjoyed learning about correlation and slope?,5,5,5,MSI,Enjoyed learning about correlation and slope,FALSE,48551,48551
676276312d87ec9601be7d5c,CP,Control,PlotWise,maintainedSituationalInterest,msi_excited,"Now please rate how you feel about the topics you encountered in this session.

How excited are you about correlation and slope?",4,4,4,MSI,Excited about correlation and slope,FALSE,48551,48551
676276312d87ec9601be7d5c,CP,Control,PlotWise,maintainedSituationalInterest,msi_interesting_corrslope,How interesting do you find correlation and slope?,3,3,3,MSI,Correlation and slope are interesting,FALSE,48551,48551
676276312d87ec9601be7d5c,CP,Control,PlotWise,maintainedSituationalInterest,msi_interesting_stats,How interesting do you find statistics?,1,1,1,MSI,Statistics is interesting,FALSE,48551,48551
676276312d87ec9601be7d5c,CP,Control,PlotWise,triggeredSituationalInterest,tsi_boring_video,The correlation and slope video was boring,2,2,5,TSI,Video was boring,TRUE,57032,57032
676276312d87ec9601be7d5c,CP,Control,PlotWise,triggeredSituationalInterest,tsi_enjoyed_learning,I've enjoyed learning new things,6,6,6,TSI,Enjoyed learning new things,FALSE,57032,57032
676276312d87ec9601be7d5c,CP,Control,PlotWise,triggeredSituationalInterest,tsi_enjoyed_session,I've enjoyed this session,5,5,5,TSI,Enjoyed this session,FALSE,57032,57032
676276312d87ec9601be7d5c,CP,Control,PlotWise,triggeredSituationalInterest,tsi_fun_stats,It's been fun to learn about statistics this way,6,6,6,TSI,Fun to learn about statistics this way,FALSE,57032,57032
676276312d87ec9601be7d5c,CP,Control,PlotWise,triggeredSituationalInterest,tsi_fun_video,It was fun to watch the video,5,5,5,TSI,Video was fun,FALSE,57032,57032
676276312d87ec9601be7d5c,CP,Control,PlotWise,triggeredSituationalInterest,tsi_session_boring,This session has been boring,1,1,6,TSI,Session was boring,TRUE,57032,57032
676276312d87ec9601be7d5c,CP,Control,PlotWise,triggeredSituationalInterest,tsi_session_fun,This session has been fun,6,6,6,TSI,Session was fun,FALSE,57032,57032
676276312d87ec9601be7d5c,CP,Control,PlotWise,triggeredSituationalInterest,tsi_session_interesting,This session has been interesting,5,5,5,TSI,Session was interesting,FALSE,57032,57032
67a8ef6331f586a361a8ec33,CP,Control,PlotWise,futureInterestSurvey,interest_any_study,NA,6,6,6,FutureInterest,Interested in any study,FALSE,8730,8730
67a8ef6331f586a361a8ec33,CP,Control,PlotWise,futureInterestSurvey,interest_dynamic_vis_study,NA,6,6,6,FutureInterest,Interested in a dynamic visualization study,FALSE,8730,8730
67a8ef6331f586a361a8ec33,CP,Control,PlotWise,futureInterestSurvey,interest_statistics_study,NA,6,6,6,FutureInterest,Interested in a statistics study,FALSE,8730,8730
67a8ef6331f586a361a8ec33,CP,Control,PlotWise,maintainedSituationalInterest,msi_enjoyed_learning,How much have you enjoyed learning about correlation and slope?,6,6,6,MSI,Enjoyed learning about correlation and slope,FALSE,10947,10947
67a8ef6331f586a361a8ec33,CP,Control,PlotWise,maintainedSituationalInterest,msi_excited,"Now please rate how you feel about the topics you encountered in this session.

How excited are you about correlation and slope?",6,6,6,MSI,Excited about correlation and slope,FALSE,10947,10947
67a8ef6331f586a361a8ec33,CP,Control,PlotWise,maintainedSituationalInterest,msi_interesting_corrslope,How interesting do you find correlation and slope?,6,6,6,MSI,Correlation and slope are interesting,FALSE,10947,10947
67a8ef6331f586a361a8ec33,CP,Control,PlotWise,maintainedSituationalInterest,msi_interesting_stats,How interesting do you find statistics?,6,6,6,MSI,Statistics is interesting,FALSE,10947,10947
67a8ef6331f586a361a8ec33,CP,Control,PlotWise,triggeredSituationalInterest,tsi_boring_video,The correlation and slope video was boring,1,1,6,TSI,Video was boring,TRUE,19114,19114
67a8ef6331f586a361a8ec33,CP,Control,PlotWise,triggeredSituationalInterest,tsi_enjoyed_learning,I've enjoyed learning new things,6,6,6,TSI,Enjoyed learning new things,FALSE,19114,19114
67a8ef6331f586a361a8ec33,CP,Control,PlotWise,triggeredSituationalInterest,tsi_enjoyed_session,I've enjoyed this session,6,6,6,TSI,Enjoyed this session,FALSE,19114,19114
67a8ef6331f586a361a8ec33,CP,Control,PlotWise,triggeredSituationalInterest,tsi_fun_stats,It's been fun to learn about statistics this way,6,6,6,TSI,Fun to learn about statistics this way,FALSE,19114,19114
67a8ef6331f586a361a8ec33,CP,Control,PlotWise,triggeredSituationalInterest,tsi_fun_video,It was fun to watch the video,6,6,6,TSI,Video was fun,FALSE,19114,19114
67a8ef6331f586a361a8ec33,CP,Control,PlotWise,triggeredSituationalInterest,tsi_session_boring,This session has been boring,1,1,6,TSI,Session was boring,TRUE,19114,19114
67a8ef6331f586a361a8ec33,CP,Control,PlotWise,triggeredSituationalInterest,tsi_session_fun,This session has been fun,6,6,6,TSI,Session was fun,FALSE,19114,19114
67a8ef6331f586a361a8ec33,CP,Control,PlotWise,triggeredSituationalInterest,tsi_session_interesting,This session has been interesting,6,6,6,TSI,Session was interesting,FALSE,19114,19114
67eec9e200be02ad51843d9b,CP,Control,PlotWise,futureInterestSurvey,interest_any_study,NA,1,1,1,FutureInterest,Interested in any study,FALSE,12711,12711
67eec9e200be02ad51843d9b,CP,Control,PlotWise,futureInterestSurvey,interest_dynamic_vis_study,NA,1,1,1,FutureInterest,Interested in a dynamic visualization study,FALSE,12711,12711
67eec9e200be02ad51843d9b,CP,Control,PlotWise,futureInterestSurvey,interest_statistics_study,NA,1,1,1,FutureInterest,Interested in a statistics study,FALSE,12711,12711
67eec9e200be02ad51843d9b,CP,Control,PlotWise,maintainedSituationalInterest,msi_enjoyed_learning,How much have you enjoyed learning about correlation and slope?,1,1,1,MSI,Enjoyed learning about correlation and slope,FALSE,20639,20639
67eec9e200be02ad51843d9b,CP,Control,PlotWise,maintainedSituationalInterest,msi_excited,"Now please rate how you feel about the topics you encountered in this session.

How excited are you about correlation and slope?",1,1,1,MSI,Excited about correlation and slope,FALSE,20639,20639
67eec9e200be02ad51843d9b,CP,Control,PlotWise,maintainedSituationalInterest,msi_interesting_corrslope,How interesting do you find correlation and slope?,1,1,1,MSI,Correlation and slope are interesting,FALSE,20639,20639
67eec9e200be02ad51843d9b,CP,Control,PlotWise,maintainedSituationalInterest,msi_interesting_stats,How interesting do you find statistics?,1,1,1,MSI,Statistics is interesting,FALSE,20639,20639
67eec9e200be02ad51843d9b,CP,Control,PlotWise,triggeredSituationalInterest,tsi_boring_video,The correlation and slope video was boring,4,4,3,TSI,Video was boring,TRUE,36958,36958
67eec9e200be02ad51843d9b,CP,Control,PlotWise,triggeredSituationalInterest,tsi_enjoyed_learning,I've enjoyed learning new things,2,2,2,TSI,Enjoyed learning new things,FALSE,36958,36958
67eec9e200be02ad51843d9b,CP,Control,PlotWise,triggeredSituationalInterest,tsi_enjoyed_session,I've enjoyed this session,2,2,2,TSI,Enjoyed this session,FALSE,36958,36958
67eec9e200be02ad51843d9b,CP,Control,PlotWise,triggeredSituationalInterest,tsi_fun_stats,It's been fun to learn about statistics this way,1,1,1,TSI,Fun to learn about statistics this way,FALSE,36958,36958
67eec9e200be02ad51843d9b,CP,Control,PlotWise,triggeredSituationalInterest,tsi_fun_video,It was fun to watch the video,4,4,4,TSI,Video was fun,FALSE,36958,36958
67eec9e200be02ad51843d9b,CP,Control,PlotWise,triggeredSituationalInterest,tsi_session_boring,This session has been boring,2,2,5,TSI,Session was boring,TRUE,36958,36958
67eec9e200be02ad51843d9b,CP,Control,PlotWise,triggeredSituationalInterest,tsi_session_fun,This session has been fun,4,4,4,TSI,Session was fun,FALSE,36958,36958
67eec9e200be02ad51843d9b,CP,Control,PlotWise,triggeredSituationalInterest,tsi_session_interesting,This session has been interesting,2,2,2,TSI,Session was interesting,FALSE,36958,36958
6949ca3d2fa32d8101dea6a7,CP,Control,PlotWise,futureInterestSurvey,interest_any_study,NA,5,5,5,FutureInterest,Interested in any study,FALSE,28153,28153
6949ca3d2fa32d8101dea6a7,CP,Control,PlotWise,futureInterestSurvey,interest_dynamic_vis_study,NA,3,3,3,FutureInterest,Interested in a dynamic visualization study,FALSE,28153,28153
6949ca3d2fa32d8101dea6a7,CP,Control,PlotWise,futureInterestSurvey,interest_statistics_study,NA,3,3,3,FutureInterest,Interested in a statistics study,FALSE,28153,28153
6949ca3d2fa32d8101dea6a7,CP,Control,PlotWise,maintainedSituationalInterest,msi_enjoyed_learning,How much have you enjoyed learning about correlation and slope?,4,4,4,MSI,Enjoyed learning about correlation and slope,FALSE,21408,21408
6949ca3d2fa32d8101dea6a7,CP,Control,PlotWise,maintainedSituationalInterest,msi_excited,"Now please rate how you feel about the topics you encountered in this session.

How excited are you about correlation and slope?",2,2,2,MSI,Excited about correlation and slope,FALSE,21408,21408
6949ca3d2fa32d8101dea6a7,CP,Control,PlotWise,maintainedSituationalInterest,msi_interesting_corrslope,How interesting do you find correlation and slope?,4,4,4,MSI,Correlation and slope are interesting,FALSE,21408,21408
6949ca3d2fa32d8101dea6a7,CP,Control,PlotWise,maintainedSituationalInterest,msi_interesting_stats,How interesting do you find statistics?,2,2,2,MSI,Statistics is interesting,FALSE,21408,21408
6949ca3d2fa32d8101dea6a7,CP,Control,PlotWise,triggeredSituationalInterest,tsi_boring_video,The correlation and slope video was boring,5,5,2,TSI,Video was boring,TRUE,41264,41264
6949ca3d2fa32d8101dea6a7,CP,Control,PlotWise,triggeredSituationalInterest,tsi_enjoyed_learning,I've enjoyed learning new things,4,4,4,TSI,Enjoyed learning new things,FALSE,41264,41264
6949ca3d2fa32d8101dea6a7,CP,Control,PlotWise,triggeredSituationalInterest,tsi_enjoyed_session,I've enjoyed this session,3,3,3,TSI,Enjoyed this session,FALSE,41264,41264
6949ca3d2fa32d8101dea6a7,CP,Control,PlotWise,triggeredSituationalInterest,tsi_fun_stats,It's been fun to learn about statistics this way,5,5,5,TSI,Fun to learn about statistics this way,FALSE,41264,41264
6949ca3d2fa32d8101dea6a7,CP,Control,PlotWise,triggeredSituationalInterest,tsi_fun_video,It was fun to watch the video,3,3,3,TSI,Video was fun,FALSE,41264,41264
6949ca3d2fa32d8101dea6a7,CP,Control,PlotWise,triggeredSituationalInterest,tsi_session_boring,This session has been boring,4,4,3,TSI,Session was boring,TRUE,41264,41264
6949ca3d2fa32d8101dea6a7,CP,Control,PlotWise,triggeredSituationalInterest,tsi_session_fun,This session has been fun,2,2,2,TSI,Session was fun,FALSE,41264,41264
6949ca3d2fa32d8101dea6a7,CP,Control,PlotWise,triggeredSituationalInterest,tsi_session_interesting,This session has been interesting,4,4,4,TSI,Session was interesting,FALSE,41264,41264
695bbdf21fd961458dd7390f,CP,Control,PlotWise,futureInterestSurvey,interest_any_study,NA,2,2,2,FutureInterest,Interested in any study,FALSE,10100,10100
695bbdf21fd961458dd7390f,CP,Control,PlotWise,futureInterestSurvey,interest_dynamic_vis_study,NA,2,2,2,FutureInterest,Interested in a dynamic visualization study,FALSE,10100,10100
695bbdf21fd961458dd7390f,CP,Control,PlotWise,futureInterestSurvey,interest_statistics_study,NA,2,2,2,FutureInterest,Interested in a statistics study,FALSE,10100,10100
695bbdf21fd961458dd7390f,CP,Control,PlotWise,maintainedSituationalInterest,msi_enjoyed_learning,How much have you enjoyed learning about correlation and slope?,3,3,3,MSI,Enjoyed learning about correlation and slope,FALSE,10552,10552
695bbdf21fd961458dd7390f,CP,Control,PlotWise,maintainedSituationalInterest,msi_excited,"Now please rate how you feel about the topics you encountered in this session.

How excited are you about correlation and slope?",3,3,3,MSI,Excited about correlation and slope,FALSE,10552,10552
695bbdf21fd961458dd7390f,CP,Control,PlotWise,maintainedSituationalInterest,msi_interesting_corrslope,How interesting do you find correlation and slope?,3,3,3,MSI,Correlation and slope are interesting,FALSE,10552,10552
695bbdf21fd961458dd7390f,CP,Control,PlotWise,maintainedSituationalInterest,msi_interesting_stats,How interesting do you find statistics?,4,4,4,MSI,Statistics is interesting,FALSE,10552,10552
695bbdf21fd961458dd7390f,CP,Control,PlotWise,triggeredSituationalInterest,tsi_boring_video,The correlation and slope video was boring,1,1,6,TSI,Video was boring,TRUE,18651,18651
695bbdf21fd961458dd7390f,CP,Control,PlotWise,triggeredSituationalInterest,tsi_enjoyed_learning,I've enjoyed learning new things,6,6,6,TSI,Enjoyed learning new things,FALSE,18651,18651
695bbdf21fd961458dd7390f,CP,Control,PlotWise,triggeredSituationalInterest,tsi_enjoyed_session,I've enjoyed this session,4,4,4,TSI,Enjoyed this session,FALSE,18651,18651
695bbdf21fd961458dd7390f,CP,Control,PlotWise,triggeredSituationalInterest,tsi_fun_stats,It's been fun to learn about statistics this way,6,6,6,TSI,Fun to learn about statistics this way,FALSE,18651,18651
695bbdf21fd961458dd7390f,CP,Control,PlotWise,triggeredSituationalInterest,tsi_fun_video,It was fun to watch the video,6,6,6,TSI,Video was fun,FALSE,18651,18651
695bbdf21fd961458dd7390f,CP,Control,PlotWise,triggeredSituationalInterest,tsi_session_boring,This session has been boring,5,5,2,TSI,Session was boring,TRUE,18651,18651
695bbdf21fd961458dd7390f,CP,Control,PlotWise,triggeredSituationalInterest,tsi_session_fun,This session has been fun,4,4,4,TSI,Session was fun,FALSE,18651,18651
695bbdf21fd961458dd7390f,CP,Control,PlotWise,triggeredSituationalInterest,tsi_session_interesting,This session has been interesting,4,4,4,TSI,Session was interesting,FALSE,18651,18651
698cb3f09ab87f038b6e3e77,CP,Control,PlotWise,futureInterestSurvey,interest_any_study,NA,6,6,6,FutureInterest,Interested in any study,FALSE,5548,5548
698cb3f09ab87f038b6e3e77,CP,Control,PlotWise,futureInterestSurvey,interest_dynamic_vis_study,NA,6,6,6,FutureInterest,Interested in a dynamic visualization study,FALSE,5548,5548
698cb3f09ab87f038b6e3e77,CP,Control,PlotWise,futureInterestSurvey,interest_statistics_study,NA,6,6,6,FutureInterest,Interested in a statistics study,FALSE,5548,5548
698cb3f09ab87f038b6e3e77,CP,Control,PlotWise,maintainedSituationalInterest,msi_enjoyed_learning,How much have you enjoyed learning about correlation and slope?,5,5,5,MSI,Enjoyed learning about correlation and slope,FALSE,8431,8431
698cb3f09ab87f038b6e3e77,CP,Control,PlotWise,maintainedSituationalInterest,msi_excited,"Now please rate how you feel about the topics you encountered in this session.

How excited are you about correlation and slope?",5,5,5,MSI,Excited about correlation and slope,FALSE,8431,8431
698cb3f09ab87f038b6e3e77,CP,Control,PlotWise,maintainedSituationalInterest,msi_interesting_corrslope,How interesting do you find correlation and slope?,5,5,5,MSI,Correlation and slope are interesting,FALSE,8431,8431
698cb3f09ab87f038b6e3e77,CP,Control,PlotWise,maintainedSituationalInterest,msi_interesting_stats,How interesting do you find statistics?,6,6,6,MSI,Statistics is interesting,FALSE,8431,8431
