participantId,group,lecture_type,practice_type,trialId,responseId,stat_type,answer,answer_num,correct_answer,abs_error,abs_error_no_extreme,extreme_entry,value_sign,sign_error,duration,cleanedDuration,parameters_imgLabel
5e0b388b15ef4037cebdecc9,CC,Control,Control,guess-correlation-1,stat_guess,correlation,.7,0.7,0.71,0.010000000000000009,0.010000000000000009,FALSE,positive,FALSE,33505,33505,"slope = 0.35, correlation = 0.71"
5e0b388b15ef4037cebdecc9,CC,Control,Control,guess-correlation-2,stat_guess,correlation,.2,0.2,0.57,0.36999999999999994,0.36999999999999994,FALSE,positive,FALSE,7823,7823,"slope = 0.35, correlation = 0.57"
5e0b388b15ef4037cebdecc9,CC,Control,Control,guess-correlation-3,stat_guess,correlation,-0.7,-0.7,0.3,1,1,FALSE,positive,TRUE,6558,6558,"slope = 0.35, correlation = 0.30"
5e0b388b15ef4037cebdecc9,CC,Control,Control,guess-correlation-4,stat_guess,correlation,.7,0.7,-0.7,1.4,1.4,FALSE,negative,TRUE,9000,9000,"slope = -0.83, correlation = -0.70"
5e0b388b15ef4037cebdecc9,CC,Control,Control,guess-correlation-5,stat_guess,correlation,-0.1,-0.1,0.5,0.6,0.6,FALSE,positive,TRUE,8688,8688,"slope = 0.34, correlation = 0.50"
5e0b388b15ef4037cebdecc9,CC,Control,Control,guess-correlation-6,stat_guess,correlation,-0.8,-0.8,-0.5,0.30000000000000004,0.30000000000000004,FALSE,negative,FALSE,19840,19840,"slope = -0.69, correlation = -0.50"
5e0b388b15ef4037cebdecc9,CC,Control,Control,guess-correlation-7,stat_guess,correlation,-0.8,-0.8,0.26,1.06,1.06,FALSE,positive,TRUE,8916,8916,"slope = 0.33, correlation = 0.26"
5e0b388b15ef4037cebdecc9,CC,Control,Control,guess-correlation-8,stat_guess,correlation,.1,0.1,-0.26,0.36,0.36,FALSE,negative,TRUE,10405,10405,"slope = -0.16, correlation = -0.26"
5e0b388b15ef4037cebdecc9,CC,Control,Control,guess-slope-1,stat_guess,slope,.5,0.5,0.47,0.030000000000000027,0.030000000000000027,FALSE,positive,FALSE,12713,12713,slope = 0.47
5e0b388b15ef4037cebdecc9,CC,Control,Control,guess-slope-2,stat_guess,slope,0,0,0.01,0.01,0.01,FALSE,positive,FALSE,5015,5015,slope = 0.01
5e0b388b15ef4037cebdecc9,CC,Control,Control,guess-slope-3,stat_guess,slope,-0.5,-0.5,-0.5,0,0,FALSE,negative,FALSE,31193,31193,slope = -0.50
5e0b388b15ef4037cebdecc9,CC,Control,Control,guess-slope-4,stat_guess,slope,-0.8,-0.8,-0.84,0.039999999999999925,0.039999999999999925,FALSE,negative,FALSE,16948,16948,slope = -0.84
5e0b388b15ef4037cebdecc9,CC,Control,Control,guess-slope-5,stat_guess,slope,-0.3,-0.3,-0.37,0.07,0.07,FALSE,negative,FALSE,36613,36613,slope = -0.37
5e0b388b15ef4037cebdecc9,CC,Control,Control,guess-slope-6,stat_guess,slope,.25,0.25,0.29,0.03999999999999998,0.03999999999999998,FALSE,positive,FALSE,23214,23214,slope = 0.29
5e0b388b15ef4037cebdecc9,CC,Control,Control,guess-slope-7,stat_guess,slope,.8,0.8,0.7,0.10000000000000009,0.10000000000000009,FALSE,positive,FALSE,25441,25441,slope = 0.70
64012ee6e3f2e59aaa36f718,CC,Control,Control,guess-correlation-1,stat_guess,correlation,.64,0.64,0.71,0.06999999999999995,0.06999999999999995,FALSE,positive,FALSE,17288,17288,"slope = 0.35, correlation = 0.71"
64012ee6e3f2e59aaa36f718,CC,Control,Control,guess-correlation-2,stat_guess,correlation,.5,0.5,0.57,0.06999999999999995,0.06999999999999995,FALSE,positive,FALSE,15597,15597,"slope = 0.35, correlation = 0.57"
64012ee6e3f2e59aaa36f718,CC,Control,Control,guess-correlation-3,stat_guess,correlation,.8,0.8,0.3,0.5,0.5,FALSE,positive,FALSE,16583,16583,"slope = 0.35, correlation = 0.30"
64012ee6e3f2e59aaa36f718,CC,Control,Control,guess-correlation-4,stat_guess,correlation,-0.40,-0.4,-0.7,0.29999999999999993,0.29999999999999993,FALSE,negative,FALSE,27102,27102,"slope = -0.83, correlation = -0.70"
64012ee6e3f2e59aaa36f718,CC,Control,Control,guess-correlation-5,stat_guess,correlation,1.0,1,0.5,0.5,0.5,FALSE,positive,FALSE,21178,21178,"slope = 0.34, correlation = 0.50"
64012ee6e3f2e59aaa36f718,CC,Control,Control,guess-correlation-6,stat_guess,correlation,-0.6,-0.6,-0.5,0.09999999999999998,0.09999999999999998,FALSE,negative,FALSE,16261,16261,"slope = -0.69, correlation = -0.50"
64012ee6e3f2e59aaa36f718,CC,Control,Control,guess-correlation-7,stat_guess,correlation,.8,0.8,0.26,0.54,0.54,FALSE,positive,FALSE,25403,25403,"slope = 0.33, correlation = 0.26"
64012ee6e3f2e59aaa36f718,CC,Control,Control,guess-correlation-8,stat_guess,correlation,1,1,-0.26,1.26,1.26,FALSE,negative,TRUE,32757,32757,"slope = -0.16, correlation = -0.26"
64012ee6e3f2e59aaa36f718,CC,Control,Control,guess-slope-1,stat_guess,slope,2.0,2,0.47,1.53,1.53,FALSE,positive,FALSE,18007,18007,slope = 0.47
64012ee6e3f2e59aaa36f718,CC,Control,Control,guess-slope-2,stat_guess,slope,0,0,0.01,0.01,0.01,FALSE,positive,FALSE,6834,6834,slope = 0.01
64012ee6e3f2e59aaa36f718,CC,Control,Control,guess-slope-3,stat_guess,slope,1.6,1.6,-0.5,2.1,2.1,FALSE,negative,TRUE,18573,18573,slope = -0.50
64012ee6e3f2e59aaa36f718,CC,Control,Control,guess-slope-4,stat_guess,slope,.8,0.8,-0.84,1.6400000000000001,1.6400000000000001,FALSE,negative,TRUE,19355,19355,slope = -0.84
64012ee6e3f2e59aaa36f718,CC,Control,Control,guess-slope-5,stat_guess,slope,1.7,1.7,-0.37,2.07,2.07,FALSE,negative,TRUE,17118,17118,slope = -0.37
64012ee6e3f2e59aaa36f718,CC,Control,Control,guess-slope-6,stat_guess,slope,1.5,1.5,0.29,1.21,1.21,FALSE,positive,FALSE,27814,27814,slope = 0.29
64012ee6e3f2e59aaa36f718,CC,Control,Control,guess-slope-7,stat_guess,slope,.7,0.7,0.7,0,0,FALSE,positive,FALSE,18709,18709,slope = 0.70
6448503fab8d495eb76b51b0,CC,Control,Control,guess-correlation-1,stat_guess,correlation,.5,0.5,0.71,0.20999999999999996,0.20999999999999996,FALSE,positive,FALSE,20138,20138,"slope = 0.35, correlation = 0.71"
6448503fab8d495eb76b51b0,CC,Control,Control,guess-correlation-2,stat_guess,correlation,.05,0.05,0.57,0.5199999999999999,0.5199999999999999,FALSE,positive,FALSE,21383,21383,"slope = 0.35, correlation = 0.57"
6448503fab8d495eb76b51b0,CC,Control,Control,guess-correlation-3,stat_guess,correlation,0,0,0.3,0.3,0.3,FALSE,positive,FALSE,14138,14138,"slope = 0.35, correlation = 0.30"
6448503fab8d495eb76b51b0,CC,Control,Control,guess-correlation-4,stat_guess,correlation,-0.3,-0.3,-0.7,0.39999999999999997,0.39999999999999997,FALSE,negative,FALSE,23941,23941,"slope = -0.83, correlation = -0.70"
6448503fab8d495eb76b51b0,CC,Control,Control,guess-correlation-5,stat_guess,correlation,1,1,0.5,0.5,0.5,FALSE,positive,FALSE,23254,23254,"slope = 0.34, correlation = 0.50"
6448503fab8d495eb76b51b0,CC,Control,Control,guess-correlation-6,stat_guess,correlation,-1,-1,-0.5,0.5,0.5,FALSE,negative,FALSE,35197,35197,"slope = -0.69, correlation = -0.50"
6448503fab8d495eb76b51b0,CC,Control,Control,guess-correlation-7,stat_guess,correlation,0,0,0.26,0.26,0.26,FALSE,positive,FALSE,8930,8930,"slope = 0.33, correlation = 0.26"
6448503fab8d495eb76b51b0,CC,Control,Control,guess-correlation-8,stat_guess,correlation,0,0,-0.26,0.26,0.26,FALSE,negative,FALSE,17210,17210,"slope = -0.16, correlation = -0.26"
6448503fab8d495eb76b51b0,CC,Control,Control,guess-slope-1,stat_guess,slope,.3,0.3,0.47,0.16999999999999998,0.16999999999999998,FALSE,positive,FALSE,14331,14331,slope = 0.47
6448503fab8d495eb76b51b0,CC,Control,Control,guess-slope-2,stat_guess,slope,0,0,0.01,0.01,0.01,FALSE,positive,FALSE,20256,20256,slope = 0.01
6448503fab8d495eb76b51b0,CC,Control,Control,guess-slope-3,stat_guess,slope,-0.4,-0.4,-0.5,0.09999999999999998,0.09999999999999998,FALSE,negative,FALSE,14234,14234,slope = -0.50
6448503fab8d495eb76b51b0,CC,Control,Control,guess-slope-4,stat_guess,slope,-1.5,-1.5,-0.84,0.66,0.66,FALSE,negative,FALSE,12025,12025,slope = -0.84
6448503fab8d495eb76b51b0,CC,Control,Control,guess-slope-5,stat_guess,slope,-3,-3,-0.37,2.63,2.63,FALSE,negative,FALSE,21082,21082,slope = -0.37
6448503fab8d495eb76b51b0,CC,Control,Control,guess-slope-6,stat_guess,slope,4,4,0.29,3.71,3.71,FALSE,positive,FALSE,21597,21597,slope = 0.29
6448503fab8d495eb76b51b0,CC,Control,Control,guess-slope-7,stat_guess,slope,.85,0.85,0.7,0.15000000000000002,0.15000000000000002,FALSE,positive,FALSE,17193,17193,slope = 0.70
65ccca52871269168cc029b5,CC,Control,Control,guess-correlation-1,stat_guess,correlation,.6,0.6,0.71,0.10999999999999999,0.10999999999999999,FALSE,positive,FALSE,19352,19352,"slope = 0.35, correlation = 0.71"
65ccca52871269168cc029b5,CC,Control,Control,guess-correlation-2,stat_guess,correlation,.45,0.45,0.57,0.11999999999999994,0.11999999999999994,FALSE,positive,FALSE,15724,15724,"slope = 0.35, correlation = 0.57"
65ccca52871269168cc029b5,CC,Control,Control,guess-correlation-3,stat_guess,correlation,0,0,0.3,0.3,0.3,FALSE,positive,FALSE,15057,15057,"slope = 0.35, correlation = 0.30"
65ccca52871269168cc029b5,CC,Control,Control,guess-correlation-4,stat_guess,correlation,-0.65,-0.65,-0.7,0.04999999999999993,0.04999999999999993,FALSE,negative,FALSE,13162,13162,"slope = -0.83, correlation = -0.70"
65ccca52871269168cc029b5,CC,Control,Control,guess-correlation-5,stat_guess,correlation,0,0,0.5,0.5,0.5,FALSE,positive,FALSE,19044,19044,"slope = 0.34, correlation = 0.50"
65ccca52871269168cc029b5,CC,Control,Control,guess-correlation-6,stat_guess,correlation,0,0,-0.5,0.5,0.5,FALSE,negative,FALSE,23447,23447,"slope = -0.69, correlation = -0.50"
65ccca52871269168cc029b5,CC,Control,Control,guess-correlation-7,stat_guess,correlation,.08,0.08,0.26,0.18,0.18,FALSE,positive,FALSE,12472,12472,"slope = 0.33, correlation = 0.26"
65ccca52871269168cc029b5,CC,Control,Control,guess-correlation-8,stat_guess,correlation,0,0,-0.26,0.26,0.26,FALSE,negative,FALSE,15453,15453,"slope = -0.16, correlation = -0.26"
65ccca52871269168cc029b5,CC,Control,Control,guess-slope-1,stat_guess,slope,.45,0.45,0.47,0.019999999999999962,0.019999999999999962,FALSE,positive,FALSE,14454,14454,slope = 0.47
65ccca52871269168cc029b5,CC,Control,Control,guess-slope-2,stat_guess,slope,0,0,0.01,0.01,0.01,FALSE,positive,FALSE,13037,13037,slope = 0.01
65ccca52871269168cc029b5,CC,Control,Control,guess-slope-3,stat_guess,slope,-1,-1,-0.5,0.5,0.5,FALSE,negative,FALSE,15486,15486,slope = -0.50
65ccca52871269168cc029b5,CC,Control,Control,guess-slope-4,stat_guess,slope,-0.8,-0.8,-0.84,0.039999999999999925,0.039999999999999925,FALSE,negative,FALSE,15851,15851,slope = -0.84
65ccca52871269168cc029b5,CC,Control,Control,guess-slope-5,stat_guess,slope,-0.35,-0.35,-0.37,0.020000000000000018,0.020000000000000018,FALSE,negative,FALSE,14670,14670,slope = -0.37
65ccca52871269168cc029b5,CC,Control,Control,guess-slope-6,stat_guess,slope,.3,0.3,0.29,0.010000000000000009,0.010000000000000009,FALSE,positive,FALSE,13237,13237,slope = 0.29
65ccca52871269168cc029b5,CC,Control,Control,guess-slope-7,stat_guess,slope,.65,0.65,0.7,0.04999999999999993,0.04999999999999993,FALSE,positive,FALSE,13454,13454,slope = 0.70
663eb286696a0a72e8f06e0f,CC,Control,Control,guess-correlation-1,stat_guess,correlation,0.99,0.99,0.71,0.28,0.28,FALSE,positive,FALSE,15040,15040,"slope = 0.35, correlation = 0.71"
663eb286696a0a72e8f06e0f,CC,Control,Control,guess-correlation-2,stat_guess,correlation,0.65,0.65,0.57,0.08000000000000007,0.08000000000000007,FALSE,positive,FALSE,9951,9951,"slope = 0.35, correlation = 0.57"
663eb286696a0a72e8f06e0f,CC,Control,Control,guess-correlation-3,stat_guess,correlation,0.25,0.25,0.3,0.04999999999999999,0.04999999999999999,FALSE,positive,FALSE,9507,9507,"slope = 0.35, correlation = 0.30"
663eb286696a0a72e8f06e0f,CC,Control,Control,guess-correlation-4,stat_guess,correlation,-0.9,-0.9,-0.7,0.20000000000000007,0.20000000000000007,FALSE,negative,FALSE,11400,11400,"slope = -0.83, correlation = -0.70"
663eb286696a0a72e8f06e0f,CC,Control,Control,guess-correlation-5,stat_guess,correlation,0.65,0.65,0.5,0.15000000000000002,0.15000000000000002,FALSE,positive,FALSE,15336,15336,"slope = 0.34, correlation = 0.50"
663eb286696a0a72e8f06e0f,CC,Control,Control,guess-correlation-6,stat_guess,correlation,-0.28,-0.28,-0.5,0.21999999999999997,0.21999999999999997,FALSE,negative,FALSE,13520,13520,"slope = -0.69, correlation = -0.50"
663eb286696a0a72e8f06e0f,CC,Control,Control,guess-correlation-7,stat_guess,correlation,0.06,0.06,0.26,0.2,0.2,FALSE,positive,FALSE,14349,14349,"slope = 0.33, correlation = 0.26"
663eb286696a0a72e8f06e0f,CC,Control,Control,guess-correlation-8,stat_guess,correlation,-0.7,-0.7,-0.26,0.43999999999999995,0.43999999999999995,FALSE,negative,FALSE,19511,19511,"slope = -0.16, correlation = -0.26"
663eb286696a0a72e8f06e0f,CC,Control,Control,guess-slope-1,stat_guess,slope,0.09,0.09,0.47,0.38,0.38,FALSE,positive,FALSE,6719,6719,slope = 0.47
663eb286696a0a72e8f06e0f,CC,Control,Control,guess-slope-2,stat_guess,slope,0,0,0.01,0.01,0.01,FALSE,positive,FALSE,7533,7533,slope = 0.01
663eb286696a0a72e8f06e0f,CC,Control,Control,guess-slope-3,stat_guess,slope,-0.07,-0.07,-0.5,0.43,0.43,FALSE,negative,FALSE,14421,14421,slope = -0.50
663eb286696a0a72e8f06e0f,CC,Control,Control,guess-slope-4,stat_guess,slope,-0.22,-0.22,-0.84,0.62,0.62,FALSE,negative,FALSE,13930,13930,slope = -0.84
663eb286696a0a72e8f06e0f,CC,Control,Control,guess-slope-5,stat_guess,slope,-0.1,-0.1,-0.37,0.27,0.27,FALSE,negative,FALSE,25565,25565,slope = -0.37
663eb286696a0a72e8f06e0f,CC,Control,Control,guess-slope-6,stat_guess,slope,0.1,0.1,0.29,0.18999999999999997,0.18999999999999997,FALSE,positive,FALSE,5476,5476,slope = 0.29
663eb286696a0a72e8f06e0f,CC,Control,Control,guess-slope-7,stat_guess,slope,0.05,0.05,0.7,0.6499999999999999,0.6499999999999999,FALSE,positive,FALSE,14932,14932,slope = 0.70
6985cae61f4f48abdf956530,CC,Control,Control,guess-correlation-1,stat_guess,correlation,.6,0.6,0.71,0.10999999999999999,0.10999999999999999,FALSE,positive,FALSE,13204,13204,"slope = 0.35, correlation = 0.71"
6985cae61f4f48abdf956530,CC,Control,Control,guess-correlation-2,stat_guess,correlation,.5,0.5,0.57,0.06999999999999995,0.06999999999999995,FALSE,positive,FALSE,18411,18411,"slope = 0.35, correlation = 0.57"
6985cae61f4f48abdf956530,CC,Control,Control,guess-correlation-3,stat_guess,correlation,-0.4,-0.4,0.3,0.7,0.7,FALSE,positive,TRUE,32094,32094,"slope = 0.35, correlation = 0.30"
6985cae61f4f48abdf956530,CC,Control,Control,guess-correlation-4,stat_guess,correlation,.8,0.8,-0.7,1.5,1.5,FALSE,negative,TRUE,18755,18755,"slope = -0.83, correlation = -0.70"
6985cae61f4f48abdf956530,CC,Control,Control,guess-correlation-5,stat_guess,correlation,.25,0.25,0.5,0.25,0.25,FALSE,positive,FALSE,22103,22103,"slope = 0.34, correlation = 0.50"
6985cae61f4f48abdf956530,CC,Control,Control,guess-correlation-6,stat_guess,correlation,-0.4,-0.4,-0.5,0.09999999999999998,0.09999999999999998,FALSE,negative,FALSE,32254,32254,"slope = -0.69, correlation = -0.50"
6985cae61f4f48abdf956530,CC,Control,Control,guess-correlation-7,stat_guess,correlation,-0.3,-0.3,0.26,0.56,0.56,FALSE,positive,TRUE,13247,13247,"slope = 0.33, correlation = 0.26"
6985cae61f4f48abdf956530,CC,Control,Control,guess-correlation-8,stat_guess,correlation,-0.3,-0.3,-0.26,0.03999999999999998,0.03999999999999998,FALSE,negative,FALSE,14495,14495,"slope = -0.16, correlation = -0.26"
6985cae61f4f48abdf956530,CC,Control,Control,guess-slope-1,stat_guess,slope,.4,0.4,0.47,0.06999999999999995,0.06999999999999995,FALSE,positive,FALSE,16834,16834,slope = 0.47
6985cae61f4f48abdf956530,CC,Control,Control,guess-slope-2,stat_guess,slope,0,0,0.01,0.01,0.01,FALSE,positive,FALSE,15271,15271,slope = 0.01
6985cae61f4f48abdf956530,CC,Control,Control,guess-slope-3,stat_guess,slope,-0.75,-0.75,-0.5,0.25,0.25,FALSE,negative,FALSE,13103,13103,slope = -0.50
6985cae61f4f48abdf956530,CC,Control,Control,guess-slope-4,stat_guess,slope,-0.9,-0.9,-0.84,0.06000000000000005,0.06000000000000005,FALSE,negative,FALSE,13354,13354,slope = -0.84
6985cae61f4f48abdf956530,CC,Control,Control,guess-slope-5,stat_guess,slope,-0.6,-0.6,-0.37,0.22999999999999998,0.22999999999999998,FALSE,negative,FALSE,20142,20142,slope = -0.37
6985cae61f4f48abdf956530,CC,Control,Control,guess-slope-6,stat_guess,slope,.33,0.33,0.29,0.040000000000000036,0.040000000000000036,FALSE,positive,FALSE,22807,22807,slope = 0.29
6985cae61f4f48abdf956530,CC,Control,Control,guess-slope-7,stat_guess,slope,.8,0.8,0.7,0.10000000000000009,0.10000000000000009,FALSE,positive,FALSE,11363,11363,slope = 0.70
698b661701f0981576ed9dec,CC,Control,Control,guess-correlation-1,stat_guess,correlation,.35,0.35,0.71,0.36,0.36,FALSE,positive,FALSE,22197,22197,"slope = 0.35, correlation = 0.71"
698b661701f0981576ed9dec,CC,Control,Control,guess-correlation-2,stat_guess,correlation,.35,0.35,0.57,0.21999999999999997,0.21999999999999997,FALSE,positive,FALSE,30187,30187,"slope = 0.35, correlation = 0.57"
698b661701f0981576ed9dec,CC,Control,Control,guess-correlation-3,stat_guess,correlation,.5,0.5,0.3,0.2,0.2,FALSE,positive,FALSE,16792,16792,"slope = 0.35, correlation = 0.30"
698b661701f0981576ed9dec,CC,Control,Control,guess-correlation-4,stat_guess,correlation,-0.6,-0.6,-0.7,0.09999999999999998,0.09999999999999998,FALSE,negative,FALSE,39548,39548,"slope = -0.83, correlation = -0.70"
698b661701f0981576ed9dec,CC,Control,Control,guess-correlation-5,stat_guess,correlation,.45,0.45,0.5,0.04999999999999999,0.04999999999999999,FALSE,positive,FALSE,14082,14082,"slope = 0.34, correlation = 0.50"
698b661701f0981576ed9dec,CC,Control,Control,guess-correlation-6,stat_guess,correlation,-.65,-0.65,-0.5,0.15000000000000002,0.15000000000000002,FALSE,negative,FALSE,28783,28783,"slope = -0.69, correlation = -0.50"
698b661701f0981576ed9dec,CC,Control,Control,guess-correlation-7,stat_guess,correlation,.45,0.45,0.26,0.19,0.19,FALSE,positive,FALSE,17982,17982,"slope = 0.33, correlation = 0.26"
698b661701f0981576ed9dec,CC,Control,Control,guess-correlation-8,stat_guess,correlation,.2,0.2,-0.26,0.46,0.46,FALSE,negative,TRUE,37750,37750,"slope = -0.16, correlation = -0.26"
698b661701f0981576ed9dec,CC,Control,Control,guess-slope-1,stat_guess,slope,.5,0.5,0.47,0.030000000000000027,0.030000000000000027,FALSE,positive,FALSE,23613,23613,slope = 0.47
698b661701f0981576ed9dec,CC,Control,Control,guess-slope-2,stat_guess,slope,0,0,0.01,0.01,0.01,FALSE,positive,FALSE,10347,10347,slope = 0.01
698b661701f0981576ed9dec,CC,Control,Control,guess-slope-3,stat_guess,slope,-0.53,-0.53,-0.5,0.030000000000000027,0.030000000000000027,FALSE,negative,FALSE,34661,34661,slope = -0.50
698b661701f0981576ed9dec,CC,Control,Control,guess-slope-4,stat_guess,slope,-0.80,-0.8,-0.84,0.039999999999999925,0.039999999999999925,FALSE,negative,FALSE,43857,43857,slope = -0.84
698b661701f0981576ed9dec,CC,Control,Control,guess-slope-5,stat_guess,slope,-0.4,-0.4,-0.37,0.030000000000000027,0.030000000000000027,FALSE,negative,FALSE,33781,33781,slope = -0.37
698b661701f0981576ed9dec,CC,Control,Control,guess-slope-6,stat_guess,slope,0.5,0.5,0.29,0.21000000000000002,0.21000000000000002,FALSE,positive,FALSE,13526,13526,slope = 0.29
698b661701f0981576ed9dec,CC,Control,Control,guess-slope-7,stat_guess,slope,.6,0.6,0.7,0.09999999999999998,0.09999999999999998,FALSE,positive,FALSE,127999,127999,slope = 0.70
69991d70dd2583a349d03468,CC,Control,Control,guess-correlation-1,stat_guess,correlation,0.12,0.12,0.71,0.59,0.59,FALSE,positive,FALSE,22302,22302,"slope = 0.35, correlation = 0.71"
69991d70dd2583a349d03468,CC,Control,Control,guess-correlation-2,stat_guess,correlation,0.75,0.75,0.57,0.18000000000000005,0.18000000000000005,FALSE,positive,FALSE,16101,16101,"slope = 0.35, correlation = 0.57"
69991d70dd2583a349d03468,CC,Control,Control,guess-correlation-3,stat_guess,correlation,0.01,0.01,0.3,0.29,0.29,FALSE,positive,FALSE,10975,10975,"slope = 0.35, correlation = 0.30"
69991d70dd2583a349d03468,CC,Control,Control,guess-correlation-4,stat_guess,correlation,-0.8,-0.8,-0.7,0.10000000000000009,0.10000000000000009,FALSE,negative,FALSE,81216,81216,"slope = -0.83, correlation = -0.70"
69991d70dd2583a349d03468,CC,Control,Control,guess-correlation-5,stat_guess,correlation,0.3,0.3,0.5,0.2,0.2,FALSE,positive,FALSE,21353,21353,"slope = 0.34, correlation = 0.50"
69991d70dd2583a349d03468,CC,Control,Control,guess-correlation-6,stat_guess,correlation,-0.1,-0.1,-0.5,0.4,0.4,FALSE,negative,FALSE,29621,29621,"slope = -0.69, correlation = -0.50"
69991d70dd2583a349d03468,CC,Control,Control,guess-correlation-7,stat_guess,correlation,0.01,0.01,0.26,0.25,0.25,FALSE,positive,FALSE,10564,10564,"slope = 0.33, correlation = 0.26"
69991d70dd2583a349d03468,CC,Control,Control,guess-correlation-8,stat_guess,correlation,-0.24,-0.24,-0.26,0.020000000000000018,0.020000000000000018,FALSE,negative,FALSE,30276,30276,"slope = -0.16, correlation = -0.26"
69991d70dd2583a349d03468,CC,Control,Control,guess-slope-1,stat_guess,slope,0.2,0.2,0.47,0.26999999999999996,0.26999999999999996,FALSE,positive,FALSE,49440,49440,slope = 0.47
69991d70dd2583a349d03468,CC,Control,Control,guess-slope-2,stat_guess,slope,0.05,0.05,0.01,0.04,0.04,FALSE,positive,FALSE,31155,31155,slope = 0.01
69991d70dd2583a349d03468,CC,Control,Control,guess-slope-3,stat_guess,slope,-0.1,-0.1,-0.5,0.4,0.4,FALSE,negative,FALSE,37880,37880,slope = -0.50
69991d70dd2583a349d03468,CC,Control,Control,guess-slope-4,stat_guess,slope,-0.65,-0.65,-0.84,0.18999999999999995,0.18999999999999995,FALSE,negative,FALSE,96765,96765,slope = -0.84
69991d70dd2583a349d03468,CC,Control,Control,guess-slope-5,stat_guess,slope,-0.01,-0.01,-0.37,0.36,0.36,FALSE,negative,FALSE,39436,39436,slope = -0.37
69991d70dd2583a349d03468,CC,Control,Control,guess-slope-6,stat_guess,slope,0.25,0.25,0.29,0.03999999999999998,0.03999999999999998,FALSE,positive,FALSE,19486,19486,slope = 0.29
69991d70dd2583a349d03468,CC,Control,Control,guess-slope-7,stat_guess,slope,0.67,0.67,0.7,0.029999999999999916,0.029999999999999916,FALSE,positive,FALSE,79632,79632,slope = 0.70
699a436ee9032e2b2333d3c1,CC,Control,Control,guess-correlation-1,stat_guess,correlation,.88,0.88,0.71,0.17000000000000004,0.17000000000000004,FALSE,positive,FALSE,32365,32365,"slope = 0.35, correlation = 0.71"
699a436ee9032e2b2333d3c1,CC,Control,Control,guess-correlation-2,stat_guess,correlation,.83,0.83,0.57,0.26,0.26,FALSE,positive,FALSE,12869,12869,"slope = 0.35, correlation = 0.57"
699a436ee9032e2b2333d3c1,CC,Control,Control,guess-correlation-3,stat_guess,correlation,.50,0.5,0.3,0.2,0.2,FALSE,positive,FALSE,14131,14131,"slope = 0.35, correlation = 0.30"
699a436ee9032e2b2333d3c1,CC,Control,Control,guess-correlation-4,stat_guess,correlation,-0.85,-0.85,-0.7,0.15000000000000002,0.15000000000000002,FALSE,negative,FALSE,11208,11208,"slope = -0.83, correlation = -0.70"
699a436ee9032e2b2333d3c1,CC,Control,Control,guess-correlation-5,stat_guess,correlation,.61,0.61,0.5,0.10999999999999999,0.10999999999999999,FALSE,positive,FALSE,23353,23353,"slope = 0.34, correlation = 0.50"
699a436ee9032e2b2333d3c1,CC,Control,Control,guess-correlation-6,stat_guess,correlation,-0.38,-0.38,-0.5,0.12,0.12,FALSE,negative,FALSE,20831,20831,"slope = -0.69, correlation = -0.50"
699a436ee9032e2b2333d3c1,CC,Control,Control,guess-correlation-7,stat_guess,correlation,.69,0.69,0.26,0.42999999999999994,0.42999999999999994,FALSE,positive,FALSE,15112,15112,"slope = 0.33, correlation = 0.26"
699a436ee9032e2b2333d3c1,CC,Control,Control,guess-correlation-8,stat_guess,correlation,-0.71,-0.71,-0.26,0.44999999999999996,0.44999999999999996,FALSE,negative,FALSE,21269,21269,"slope = -0.16, correlation = -0.26"
699a436ee9032e2b2333d3c1,CC,Control,Control,guess-slope-1,stat_guess,slope,.5,0.5,0.47,0.030000000000000027,0.030000000000000027,FALSE,positive,FALSE,23685,23685,slope = 0.47
699a436ee9032e2b2333d3c1,CC,Control,Control,guess-slope-2,stat_guess,slope,.03,0.03,0.01,0.019999999999999997,0.019999999999999997,FALSE,positive,FALSE,32480,32480,slope = 0.01
699a436ee9032e2b2333d3c1,CC,Control,Control,guess-slope-3,stat_guess,slope,-0.5,-0.5,-0.5,0,0,FALSE,negative,FALSE,63073,63073,slope = -0.50
699a436ee9032e2b2333d3c1,CC,Control,Control,guess-slope-4,stat_guess,slope,-0.8,-0.8,-0.84,0.039999999999999925,0.039999999999999925,FALSE,negative,FALSE,25801,25801,slope = -0.84
699a436ee9032e2b2333d3c1,CC,Control,Control,guess-slope-5,stat_guess,slope,-0.4,-0.4,-0.37,0.030000000000000027,0.030000000000000027,FALSE,negative,FALSE,13708,13708,slope = -0.37
699a436ee9032e2b2333d3c1,CC,Control,Control,guess-slope-6,stat_guess,slope,.4,0.4,0.29,0.11000000000000004,0.11000000000000004,FALSE,positive,FALSE,30454,30454,slope = 0.29
699a436ee9032e2b2333d3c1,CC,Control,Control,guess-slope-7,stat_guess,slope,.67,0.67,0.7,0.029999999999999916,0.029999999999999916,FALSE,positive,FALSE,40506,40506,slope = 0.70
69b5d74131631c0333607bec,CC,Control,Control,guess-correlation-1,stat_guess,correlation,0.75,0.75,0.71,0.040000000000000036,0.040000000000000036,FALSE,positive,FALSE,4866,4866,"slope = 0.35, correlation = 0.71"
69b5d74131631c0333607bec,CC,Control,Control,guess-correlation-2,stat_guess,correlation,0.65,0.65,0.57,0.08000000000000007,0.08000000000000007,FALSE,positive,FALSE,6344,6344,"slope = 0.35, correlation = 0.57"
