participantId,group,lecture_type,practice_type,source_file,trialId,responseId,responsePrompt,answer,duration,cleanedDuration,status,percentComplete
65ccca52871269168cc029b5,CC,Control,Control,main-control-control.csv,triggeredSituationalInterest,tsi_boring_video,The correlation and slope video was boring,6,13083,13083,completed,100
65ccca52871269168cc029b5,CC,Control,Control,main-control-control.csv,triggeredSituationalInterest,tsi_enjoyed_learning,I've enjoyed learning new things,2,13083,13083,completed,100
65ccca52871269168cc029b5,CC,Control,Control,main-control-control.csv,triggeredSituationalInterest,tsi_enjoyed_session,I've enjoyed this session,2,13083,13083,completed,100
65ccca52871269168cc029b5,CC,Control,Control,main-control-control.csv,triggeredSituationalInterest,tsi_fun_stats,It's been fun to learn about statistics this way,1,13083,13083,completed,100
65ccca52871269168cc029b5,CC,Control,Control,main-control-control.csv,triggeredSituationalInterest,tsi_fun_video,It was fun to watch the video,2,13083,13083,completed,100
65ccca52871269168cc029b5,CC,Control,Control,main-control-control.csv,triggeredSituationalInterest,tsi_session_boring,This session has been boring,6,13083,13083,completed,100
65ccca52871269168cc029b5,CC,Control,Control,main-control-control.csv,triggeredSituationalInterest,tsi_session_fun,This session has been fun,1,13083,13083,completed,100
65ccca52871269168cc029b5,CC,Control,Control,main-control-control.csv,triggeredSituationalInterest,tsi_session_interesting,This session has been interesting,2,13083,13083,completed,100
65ccca52871269168cc029b5,CC,Control,Control,main-control-control.csv,triggeredSituationalInterest,windowEvents,NA,"{""focus"":9,""input"":8,""keydown"":0,""keyup"":0,""mousemove"":37,""mousedown"":11,""mouseup"":11,""resize"":0,""scroll"":3,""visibility"":0}",NA,NA,NA,NA
663eb286696a0a72e8f06e0f,CC,Control,Control,main-control-control.csv,futureInterestSurvey,interest_any_study,NA,6,9618,9618,completed,100
663eb286696a0a72e8f06e0f,CC,Control,Control,main-control-control.csv,futureInterestSurvey,interest_dynamic_vis_study,NA,6,9618,9618,completed,100
663eb286696a0a72e8f06e0f,CC,Control,Control,main-control-control.csv,futureInterestSurvey,interest_statistics_study,NA,6,9618,9618,completed,100
663eb286696a0a72e8f06e0f,CC,Control,Control,main-control-control.csv,futureInterestSurvey,windowEvents,NA,"{""focus"":1,""input"":0,""keydown"":0,""keyup"":0,""mousemove"":16,""mousedown"":5,""mouseup"":5,""resize"":0,""scroll"":2,""visibility"":0}",NA,NA,NA,NA
663eb286696a0a72e8f06e0f,CC,Control,Control,main-control-control.csv,maintainedSituationalInterest,msi_enjoyed_learning,How much have you enjoyed learning about correlation and slope?,5,12718,12718,completed,100
663eb286696a0a72e8f06e0f,CC,Control,Control,main-control-control.csv,maintainedSituationalInterest,msi_excited,"Now please rate how you feel about the topics you encountered in this session.

How excited are you about correlation and slope?",3,12718,12718,completed,100
663eb286696a0a72e8f06e0f,CC,Control,Control,main-control-control.csv,maintainedSituationalInterest,msi_interesting_corrslope,How interesting do you find correlation and slope?,4,12718,12718,completed,100
663eb286696a0a72e8f06e0f,CC,Control,Control,main-control-control.csv,maintainedSituationalInterest,msi_interesting_stats,How interesting do you find statistics?,2,12718,12718,completed,100
663eb286696a0a72e8f06e0f,CC,Control,Control,main-control-control.csv,maintainedSituationalInterest,windowEvents,NA,"{""focus"":5,""input"":4,""keydown"":0,""keyup"":0,""mousemove"":28,""mousedown"":5,""mouseup"":5,""resize"":0,""scroll"":1,""visibility"":0}",NA,NA,NA,NA
663eb286696a0a72e8f06e0f,CC,Control,Control,main-control-control.csv,triggeredSituationalInterest,tsi_boring_video,The correlation and slope video was boring,1,20947,20947,completed,100
663eb286696a0a72e8f06e0f,CC,Control,Control,main-control-control.csv,triggeredSituationalInterest,tsi_enjoyed_learning,I've enjoyed learning new things,6,20947,20947,completed,100
663eb286696a0a72e8f06e0f,CC,Control,Control,main-control-control.csv,triggeredSituationalInterest,tsi_enjoyed_session,I've enjoyed this session,6,20947,20947,completed,100
663eb286696a0a72e8f06e0f,CC,Control,Control,main-control-control.csv,triggeredSituationalInterest,tsi_fun_stats,It's been fun to learn about statistics this way,5,20947,20947,completed,100
663eb286696a0a72e8f06e0f,CC,Control,Control,main-control-control.csv,triggeredSituationalInterest,tsi_fun_video,It was fun to watch the video,6,20947,20947,completed,100
663eb286696a0a72e8f06e0f,CC,Control,Control,main-control-control.csv,triggeredSituationalInterest,tsi_session_boring,This session has been boring,2,20947,20947,completed,100
663eb286696a0a72e8f06e0f,CC,Control,Control,main-control-control.csv,triggeredSituationalInterest,tsi_session_fun,This session has been fun,3,20947,20947,completed,100
663eb286696a0a72e8f06e0f,CC,Control,Control,main-control-control.csv,triggeredSituationalInterest,tsi_session_interesting,This session has been interesting,6,20947,20947,completed,100
663eb286696a0a72e8f06e0f,CC,Control,Control,main-control-control.csv,triggeredSituationalInterest,windowEvents,NA,"{""focus"":9,""input"":8,""keydown"":0,""keyup"":0,""mousemove"":51,""mousedown"":12,""mouseup"":12,""resize"":0,""scroll"":2,""visibility"":0}",NA,NA,NA,NA
6985cae61f4f48abdf956530,CC,Control,Control,main-control-control.csv,futureInterestSurvey,interest_any_study,NA,6,14214,14214,completed,100
6985cae61f4f48abdf956530,CC,Control,Control,main-control-control.csv,futureInterestSurvey,interest_dynamic_vis_study,NA,6,14214,14214,completed,100
6985cae61f4f48abdf956530,CC,Control,Control,main-control-control.csv,futureInterestSurvey,interest_statistics_study,NA,6,14214,14214,completed,100
6985cae61f4f48abdf956530,CC,Control,Control,main-control-control.csv,futureInterestSurvey,windowEvents,NA,"{""focus"":1,""input"":0,""keydown"":0,""keyup"":0,""mousemove"":25,""mousedown"":6,""mouseup"":6,""resize"":0,""scroll"":5,""visibility"":0}",NA,NA,NA,NA
6985cae61f4f48abdf956530,CC,Control,Control,main-control-control.csv,maintainedSituationalInterest,msi_enjoyed_learning,How much have you enjoyed learning about correlation and slope?,6,19629,19629,completed,100
6985cae61f4f48abdf956530,CC,Control,Control,main-control-control.csv,maintainedSituationalInterest,msi_excited,"Now please rate how you feel about the topics you encountered in this session.

How excited are you about correlation and slope?",6,19629,19629,completed,100
6985cae61f4f48abdf956530,CC,Control,Control,main-control-control.csv,maintainedSituationalInterest,msi_interesting_corrslope,How interesting do you find correlation and slope?,6,19629,19629,completed,100
6985cae61f4f48abdf956530,CC,Control,Control,main-control-control.csv,maintainedSituationalInterest,msi_interesting_stats,How interesting do you find statistics?,6,19629,19629,completed,100
6985cae61f4f48abdf956530,CC,Control,Control,main-control-control.csv,maintainedSituationalInterest,windowEvents,NA,"{""focus"":5,""input"":4,""keydown"":0,""keyup"":0,""mousemove"":39,""mousedown"":8,""mouseup"":8,""resize"":0,""scroll"":6,""visibility"":0}",NA,NA,NA,NA
6985cae61f4f48abdf956530,CC,Control,Control,main-control-control.csv,triggeredSituationalInterest,tsi_boring_video,The correlation and slope video was boring,2,50621,50621,completed,100
6985cae61f4f48abdf956530,CC,Control,Control,main-control-control.csv,triggeredSituationalInterest,tsi_enjoyed_learning,I've enjoyed learning new things,6,50621,50621,completed,100
6985cae61f4f48abdf956530,CC,Control,Control,main-control-control.csv,triggeredSituationalInterest,tsi_enjoyed_session,I've enjoyed this session,6,50621,50621,completed,100
6985cae61f4f48abdf956530,CC,Control,Control,main-control-control.csv,triggeredSituationalInterest,tsi_fun_stats,It's been fun to learn about statistics this way,6,50621,50621,completed,100
6985cae61f4f48abdf956530,CC,Control,Control,main-control-control.csv,triggeredSituationalInterest,tsi_fun_video,It was fun to watch the video,6,50621,50621,completed,100
6985cae61f4f48abdf956530,CC,Control,Control,main-control-control.csv,triggeredSituationalInterest,tsi_session_boring,This session has been boring,1,50621,50621,completed,100
6985cae61f4f48abdf956530,CC,Control,Control,main-control-control.csv,triggeredSituationalInterest,tsi_session_fun,This session has been fun,6,50621,50621,completed,100
6985cae61f4f48abdf956530,CC,Control,Control,main-control-control.csv,triggeredSituationalInterest,tsi_session_interesting,This session has been interesting,6,50621,50621,completed,100
6985cae61f4f48abdf956530,CC,Control,Control,main-control-control.csv,triggeredSituationalInterest,windowEvents,NA,"{""focus"":9,""input"":8,""keydown"":0,""keyup"":0,""mousemove"":59,""mousedown"":13,""mouseup"":13,""resize"":0,""scroll"":18,""visibility"":0}",NA,NA,NA,NA
698b661701f0981576ed9dec,CC,Control,Control,main-control-control.csv,futureInterestSurvey,interest_any_study,NA,6,21042,21042,completed,100
698b661701f0981576ed9dec,CC,Control,Control,main-control-control.csv,futureInterestSurvey,interest_dynamic_vis_study,NA,5,21042,21042,completed,100
698b661701f0981576ed9dec,CC,Control,Control,main-control-control.csv,futureInterestSurvey,interest_statistics_study,NA,6,21042,21042,completed,100
698b661701f0981576ed9dec,CC,Control,Control,main-control-control.csv,futureInterestSurvey,windowEvents,NA,"{""focus"":1,""input"":0,""keydown"":3,""keyup"":3,""mousemove"":42,""mousedown"":5,""mouseup"":5,""resize"":0,""scroll"":0,""visibility"":0}",NA,NA,NA,NA
698b661701f0981576ed9dec,CC,Control,Control,main-control-control.csv,maintainedSituationalInterest,msi_enjoyed_learning,How much have you enjoyed learning about correlation and slope?,4,19458,19458,completed,100
698b661701f0981576ed9dec,CC,Control,Control,main-control-control.csv,maintainedSituationalInterest,msi_excited,"Now please rate how you feel about the topics you encountered in this session.

How excited are you about correlation and slope?",5,19458,19458,completed,100
698b661701f0981576ed9dec,CC,Control,Control,main-control-control.csv,maintainedSituationalInterest,msi_interesting_corrslope,How interesting do you find correlation and slope?,4,19458,19458,completed,100
698b661701f0981576ed9dec,CC,Control,Control,main-control-control.csv,maintainedSituationalInterest,msi_interesting_stats,How interesting do you find statistics?,5,19458,19458,completed,100
698b661701f0981576ed9dec,CC,Control,Control,main-control-control.csv,maintainedSituationalInterest,windowEvents,NA,"{""focus"":5,""input"":4,""keydown"":0,""keyup"":0,""mousemove"":37,""mousedown"":5,""mouseup"":5,""resize"":0,""scroll"":1,""visibility"":0}",NA,NA,NA,NA
698b661701f0981576ed9dec,CC,Control,Control,main-control-control.csv,triggeredSituationalInterest,tsi_boring_video,The correlation and slope video was boring,1,40244,40244,completed,100
698b661701f0981576ed9dec,CC,Control,Control,main-control-control.csv,triggeredSituationalInterest,tsi_enjoyed_learning,I've enjoyed learning new things,4,40244,40244,completed,100
698b661701f0981576ed9dec,CC,Control,Control,main-control-control.csv,triggeredSituationalInterest,tsi_enjoyed_session,I've enjoyed this session,3,40244,40244,completed,100
698b661701f0981576ed9dec,CC,Control,Control,main-control-control.csv,triggeredSituationalInterest,tsi_fun_stats,It's been fun to learn about statistics this way,5,40244,40244,completed,100
698b661701f0981576ed9dec,CC,Control,Control,main-control-control.csv,triggeredSituationalInterest,tsi_fun_video,It was fun to watch the video,4,40244,40244,completed,100
698b661701f0981576ed9dec,CC,Control,Control,main-control-control.csv,triggeredSituationalInterest,tsi_session_boring,This session has been boring,1,40244,40244,completed,100
698b661701f0981576ed9dec,CC,Control,Control,main-control-control.csv,triggeredSituationalInterest,tsi_session_fun,This session has been fun,3,40244,40244,completed,100
698b661701f0981576ed9dec,CC,Control,Control,main-control-control.csv,triggeredSituationalInterest,tsi_session_interesting,This session has been interesting,4,40244,40244,completed,100
698b661701f0981576ed9dec,CC,Control,Control,main-control-control.csv,triggeredSituationalInterest,windowEvents,NA,"{""focus"":9,""input"":8,""keydown"":10,""keyup"":8,""mousemove"":87,""mousedown"":11,""mouseup"":11,""resize"":0,""scroll"":7,""visibility"":0}",NA,NA,NA,NA
69991d70dd2583a349d03468,CC,Control,Control,main-control-control.csv,futureInterestSurvey,interest_any_study,NA,5,28512,28512,completed,100
69991d70dd2583a349d03468,CC,Control,Control,main-control-control.csv,futureInterestSurvey,interest_dynamic_vis_study,NA,2,28512,28512,completed,100
69991d70dd2583a349d03468,CC,Control,Control,main-control-control.csv,futureInterestSurvey,interest_statistics_study,NA,1,28512,28512,completed,100
69991d70dd2583a349d03468,CC,Control,Control,main-control-control.csv,futureInterestSurvey,windowEvents,NA,"{""focus"":2,""input"":0,""keydown"":0,""keyup"":0,""mousemove"":27,""mousedown"":5,""mouseup"":4,""resize"":0,""scroll"":5,""visibility"":0}",NA,NA,NA,NA
69991d70dd2583a349d03468,CC,Control,Control,main-control-control.csv,maintainedSituationalInterest,msi_enjoyed_learning,How much have you enjoyed learning about correlation and slope?,1,19127,19127,completed,100
69991d70dd2583a349d03468,CC,Control,Control,main-control-control.csv,maintainedSituationalInterest,msi_excited,"Now please rate how you feel about the topics you encountered in this session.

How excited are you about correlation and slope?",1,19127,19127,completed,100
69991d70dd2583a349d03468,CC,Control,Control,main-control-control.csv,maintainedSituationalInterest,msi_interesting_corrslope,How interesting do you find correlation and slope?,1,19127,19127,completed,100
69991d70dd2583a349d03468,CC,Control,Control,main-control-control.csv,maintainedSituationalInterest,msi_interesting_stats,How interesting do you find statistics?,1,19127,19127,completed,100
