participantId,group,lecture_type,practice_type,status,percentComplete,correlation_n_items,slope_n_items,correlation_n_valid,slope_n_valid,correlation_n_extreme,slope_n_extreme,correlation_mean_abs_error,slope_mean_abs_error,correlation_median_abs_error,slope_median_abs_error,correlation_mean_abs_error_all,slope_mean_abs_error_all,correlation_median_abs_error_all,slope_median_abs_error_all,correlation_sign_error_rate,slope_sign_error_rate,choose_r_n_items,choose_r_score,choose_r_pct_correct,add_points_n_items,add_points_mean_n_points,add_points_pct_r_correct,add_points_mean_intended_delta_r,add_points_mean_final_r,add_points_mean_delta_r,add_points_mean_abs_delta_r,add_points_mean_final_slope,add_points_mean_delta_slope,add_points_mean_abs_delta_slope,add_points_pct_reached_negative_r,FutureInterest,MSI,TSI
666911bcb2b5e2fc50ace5e3,PC,PlotWise,Control,completed,100,8,7,8,7,0,0,0.35250000000000004,0.3185714285714286,0.36500000000000005,0.26000000000000006,0.35250000000000004,0.3185714285714286,0.36500000000000005,0.26000000000000006,0,0,2,1,0.5,3,6,0.33333333333333337,-0.11383333333333337,0.7846666666666666,0.3635666666666667,0.3635666666666667,0.5079333333333333,0.19233333333333333,0.19233333333333333,0,6,5.25,5.875
66d88375799e00b593a8655f,PC,PlotWise,Control,completed,100,8,7,8,7,0,0,0.59,2.9771428571428573,0.5,1.5,0.59,2.9771428571428573,0.5,1.5,0.125,0,2,1,0.5,3,6,0.6666666666666666,0.4013666666666667,-0.05206666666666666,-0.4731666666666667,0.4731666666666667,-0.097,-0.4126,0.4126,1,6,5,5.875
6706bc0d8c98b64939838b2e,PC,PlotWise,Control,completed,100,8,7,8,7,0,0,0.1725,0.051428571428571435,0.19999999999999996,0.030000000000000027,0.1725,0.051428571428571435,0.19999999999999996,0.030000000000000027,0,0,2,1,0.5,3,6,1,0.12696666666666664,0.49933333333333335,0.07823333333333335,0.12696666666666664,0.3995,0.0839,0.09283333333333332,0,2.6666666666666665,1,2
69419e9576aea13f332266ff,PC,PlotWise,Control,completed,100,8,7,8,7,0,0,0.1725,0.021428571428571422,0.18,0.030000000000000027,0.1725,0.021428571428571422,0.18,0.030000000000000027,0,0,2,2,1,3,6,1,0.3647,0.2824,-0.1387,0.3647,0.17303333333333334,-0.14256666666666665,0.3015,1,5.333333333333333,4.75,4.875
69442e09aea78e142db2e54f,PC,PlotWise,Control,completed,100,8,7,8,7,0,0,0.35874999999999996,0.34714285714285714,0.13999999999999999,0.21999999999999997,0.35874999999999996,0.34714285714285714,0.13999999999999999,0.21999999999999997,0.375,0.14285714285714288,2,1,0.5,3,6.333333333333333,0.33333333333333337,-0.1585333333333333,0.8027666666666666,0.3816666666666667,0.3816666666666667,0.7768,0.4612,0.4612,0,4.666666666666667,3.5,3.25
69457dc95341cec41fca5695,PC,PlotWise,Control,completed,100,8,7,8,7,0,0,0.51625,0.0957142857142857,0.49,0.05999999999999997,0.51625,0.0957142857142857,0.49,0.05999999999999997,0.5,0,2,1,0.5,3,6,1,0.3531,0.3712,-0.04989999999999998,0.3531,0.3423333333333333,0.02673333333333333,0.29793333333333333,0,6,4.75,4.75
696a7d8e7ecb7691c3c716e0,PC,PlotWise,Control,completed,100,8,7,8,7,0,0,0.65625,0.02571428571428572,0.58,0.020000000000000018,0.65625,0.02571428571428572,0.58,0.020000000000000018,0.5,0,2,1,0.5,3,6.333333333333333,0.6666666666666666,0.38116666666666665,-0.1896666666666667,-0.6107666666666667,0.7415666666666667,-0.15576666666666664,-0.4713666666666666,0.5787,1,6,5.25,5.25
69a1b3b7923c10f1c34bb345,PC,PlotWise,Control,completed,100,8,7,8,7,0,0,0.13375,0.24857142857142858,0.13,0.16999999999999998,0.13375,0.24857142857142858,0.13,0.16999999999999998,0,0,2,1,0.5,3,6.333333333333333,1,0.28493333333333337,0.26830000000000004,-0.15279999999999994,0.2898,0.21156666666666668,-0.10403333333333332,0.22043333333333334,0,5.333333333333333,1.25,2.625
69afafce3f7970642a6dc071,PC,PlotWise,Control,completed,100,8,7,8,7,0,0,0.5862499999999999,0.11428571428571428,0.5,0.030000000000000027,0.5862499999999999,0.11428571428571428,0.5,0.030000000000000027,0.5,0.14285714285714288,2,1,0.5,3,8,0.33333333333333337,-0.05886666666666668,0.5595,0.13840000000000002,0.13840000000000002,0.46396666666666664,0.14836666666666667,0.14836666666666667,0,4.333333333333333,3.25,3.125
69b2f88353d348d7b5d823f2,PC,PlotWise,Control,completed,100,8,7,8,7,0,0,0.4025,0.039999999999999994,0.36500000000000005,0.03999999999999998,0.4025,0.039999999999999994,0.36500000000000005,0.03999999999999998,0.125,0,2,1,0.5,3,6,1,0.4570666666666667,0.023766666666666686,-0.3973333333333333,0.4570666666666667,-0.0184,-0.33399999999999996,0.3402,1,6,5,5.25
69b539c1ef7f025074f1dc49,PC,PlotWise,Control,completed,100,8,7,8,7,0,0,0.1825,0.2671428571428571,0.135,0.22999999999999998,0.1825,0.2671428571428571,0.135,0.22999999999999998,0,0,2,1,0.5,3,7.333333333333333,1,0.16373333333333331,0.34856666666666664,-0.07253333333333332,0.16373333333333331,0.26516666666666666,-0.050433333333333316,0.11276666666666667,0,6,5,5.75
69bcb74d06491ceeaf0fe09c,PC,PlotWise,Control,completed,100,8,7,8,7,0,0,0.12625,0.08428571428571431,0.13,0.10000000000000009,0.12625,0.08428571428571431,0.13,0.10000000000000009,0,0,2,1,0.5,3,7,1,0.3133,0.27033333333333337,-0.1507666666666666,0.3133,0.21526666666666666,-0.10033333333333333,0.22853333333333334,0,6,4,1.75
69c13c0ad9ea03501703d527,PC,PlotWise,Control,completed,100,8,7,8,7,0,0,0.16625,0.06999999999999999,0.13000000000000006,0.030000000000000027,0.16625,0.06999999999999999,0.13000000000000006,0.030000000000000027,0,0,2,1,0.5,3,6.333333333333333,0.6666666666666666,0.22303333333333333,0.18766666666666668,-0.2334333333333333,0.2334333333333333,0.15546666666666667,-0.16013333333333332,0.1782,0,5,4.25,4
69e50d6c5df8f2861c76a92e,PC,PlotWise,Control,completed,100,8,7,8,7,0,0,0.2625,0.40285714285714286,0.17000000000000004,0.19999999999999996,0.2625,0.40285714285714286,0.17000000000000004,0.19999999999999996,0.125,0,2,1,0.5,3,6,0.6666666666666666,0.10946666666666663,0.5680333333333334,0.14693333333333336,0.20366666666666666,0.49520000000000003,0.17960000000000004,0.23813333333333334,0,5.333333333333333,1.75,3
69e7c4d7520b1a91f7a60d9e,PC,PlotWise,Control,completed,100,8,7,8,7,0,0,0.22499999999999998,0.06,0.19999999999999996,0.03999999999999998,0.22499999999999998,0.06,0.19999999999999996,0.03999999999999998,0,0,2,1,0.5,3,6,1,0.23066666666666666,0.2333,-0.18779999999999997,0.29706666666666665,0.17243333333333333,-0.14316666666666666,0.20103333333333331,0,6,2.75,3.25
69e913482ae5864d44e6387c,PC,PlotWise,Control,completed,100,8,7,8,7,0,0,0.20000000000000004,0.21285714285714288,0.17,0.16000000000000003,0.20000000000000004,0.21285714285714288,0.17,0.16000000000000003,0,0,2,1,0.5,3,6.333333333333333,0.33333333333333337,-0.05203333333333336,0.6009333333333333,0.17983333333333337,0.17983333333333337,0.4871,0.1715,0.1715,0,6,5,5
69ea51d8e9e2fcbd7e2a598a,PC,PlotWise,Control,completed,100,8,7,8,7,0,0,0.29125,0.6571428571428571,0.23500000000000001,0.63,0.29125,0.6571428571428571,0.23500000000000001,0.63,0,0.14285714285714288,2,2,1,3,6,0.6666666666666666,0.06046666666666667,0.35023333333333334,-0.07086666666666663,0.07086666666666663,0.22706666666666667,-0.088533333333333325,0.088533333333333325,0,6,6,5.375
69eb5bea0282ba37e5a2bae6,PC,PlotWise,Control,completed,100,8,7,8,7,0,0,0.13874999999999998,0.3342857142857143,0.10499999999999998,0.16000000000000003,0.13874999999999998,0.3342857142857143,0.10499999999999998,0.16000000000000003,0,0,2,1,0.5,3,6.666666666666667,1,0.23646666666666666,0.2391,-0.18199999999999997,0.4116666666666666,0.19563333333333333,-0.11996666666666667,0.34049999999999997,0,6,4.25,4.375
